MODEL,MANUFACTURER,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,,,,FUEL,CO2 EMISSIONS 
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),CITY (mi./gal.),HWY (mi./gal.),(L) / YEAR,(kg) / YEAR
2010,CHEVROLET,MALIBU,MID-SIZE,2.4,4,AS6,X,9.4,5.9,30,48,1560,3588
2010,CHEVROLET,MALIBU,MID-SIZE,2.4,4,AS6,E,14.1,8.4,20,34,2300,3680
2010,CHEVROLET,MALIBU,MID-SIZE,3.5,6,A4,X,10.8,6.7,26,42,1800,4140
2010,CHEVROLET,MALIBU,MID-SIZE,3.5,6,A4,E,14.8,9.1,19,31,2460,3936
2010,CHEVROLET,MALIBU,MID-SIZE,3.6,6,AS6,X,12.2,7.8,23,36,2040,4692
2010,CHEVROLET,SILVERADO,PICKUP TRUCK,4.3,6,A4,X,14.1,10,20,28,2460,5658
2010,CHEVROLET,SILVERADO,PICKUP TRUCK,4.8,8,A4,X,15.3,10.5,18,27,2620,6026
2010,CHEVROLET,SILVERADO,PICKUP TRUCK,4.8,8,A4,E,20.2,14.3,14,20,3500,5600
2010,CHEVROLET,SILVERADO,PICKUP TRUCK,5.3,8,A6,X,14.2,9.4,20,30,2400,5520
2010,CHEVROLET,SILVERADO,PICKUP TRUCK,5.3,8,A6,E,19.3,12.6,15,22,3260,5216
2010,CHEVROLET,SILVERADO,PICKUP TRUCK,6.2,8,A6,Z,17,10.6,17,27,2820,6486
2010,CHEVROLET,SILVERADO,PICKUP TRUCK,6.2,8,A6,E,22,14.5,13,19,3720,5952
2010,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK,4.3,6,A4,X,14.9,11.3,19,25,2660,6118
2010,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK,4.8,8,A4,X,15.9,11.4,18,25,2780,6394
2010,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK,4.8,8,A4,E,21.1,15.3,13,18,3700,5920
2010,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK,5.3,8,A6,X,14.4,9.5,20,30,2440,5612
2010,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK,5.3,8,A6,E,19.5,12.6,14,22,3280,5248
2010,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK,6.2,8,A6,Z,17.5,10.7,16,26,2900,6670
2010,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK,6.2,8,A6,E,22.7,14.9,12,19,3820,6112
2010,CHEVROLET,SILVERADO HYBRID,PICKUP TRUCK,6,8,AV,X,9.7,9.1,29,31,1880,4324
2010,CHEVROLET,SILVERADO HYBRID 4WD,PICKUP TRUCK,6,8,AV,X,9.8,9.1,29,31,1900,4370
2010,CHEVROLET,SILVERADO XFE,PICKUP TRUCK,5.3,8,A6,X,13.7,9.1,21,31,2320,5336
2010,CHEVROLET,SILVERADO XFE,PICKUP TRUCK,5.3,8,A6,E,18.8,12.3,15,23,3180,5088
2010,CHEVROLET,SUBURBAN,SPECIAL PURPOSE,5.3,8,A6,X,14.4,9.6,20,29,2440,5612
2010,CHEVROLET,SUBURBAN,SPECIAL PURPOSE,5.3,8,A6,E,19.6,12.6,14,22,3300,5280
2010,CHEVROLET,TAHOE,SPECIAL PURPOSE,5.3,8,A6,X,14.4,9.6,20,29,2440,5612
2010,CHEVROLET,TAHOE,SPECIAL PURPOSE,5.3,8,A6,E,19.6,12.6,14,22,3300,5280
2010,CHEVROLET,TAHOE 4WD,SPECIAL PURPOSE,5.3,8,A6,X,14.4,9.5,20,30,2440,5612
2010,CHEVROLET,TAHOE 4WD,SPECIAL PURPOSE,5.3,8,A6,E,19.5,12.6,14,22,3280,5248
2010,CHEVROLET,TAHOE HYBRID,SPECIAL PURPOSE,6,8,AV,X,9.7,9.1,29,31,1880,4324
2010,CHEVROLET,TAHOE HYBRID 4WD,SPECIAL PURPOSE,6,8,AV,X,9.8,9.1,29,31,1900,4370
2010,CHEVROLET,TRAVERSE,SPECIAL PURPOSE,3.6,6,A6,X,12.7,8.4,22,34,2160,4968
2010,CHEVROLET,TRAVERSE AWD,SPECIAL PURPOSE,3.6,6,A6,X,13.1,8.8,22,32,2220,5106
2010,CHRYSLER,CHRYSLER 300,FULL-SIZE,3.5,6,A4,X,12.2,8.1,23,35,2060,4738
2010,CHRYSLER,CHRYSLER 300 AWD,FULL-SIZE,3.5,6,AS5,X,12.6,8.6,22,33,2160,4968
2010,CHRYSLER,CHRYSLER 300C (MDS),FULL-SIZE,5.7,8,AS5,X,13.5,8,21,35,2220,5106
2010,CHRYSLER,CHRYSLER 300C AWD (MDS),FULL-SIZE,5.7,8,AS5,X,13.4,8.7,21,32,2260,5198
2010,CHRYSLER,CHRYSLER 300C SRT8,FULL-SIZE,6.1,8,AS5,Z,16,10.6,18,27,2720,6256
2010,CHRYSLER,PT CRUISER,SPECIAL PURPOSE,2.4,4,A4,X,11,8.1,26,35,1940,4462
2010,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.4,4,A4,X,10.3,6.9,27,41,1760,4048
2010,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,3.5,6,AS6,X,12.9,7.4,22,38,2080,4784
2010,CHRYSLER,SEBRING CONVERTIBLE FFV,COMPACT,2.7,6,A4,X,11.7,7.6,24,37,1960,4508
2010,CHRYSLER,SEBRING CONVERTIBLE FFV,COMPACT,2.7,6,A4,E,16.8,10.4,17,27,2780,4448
2010,CHRYSLER,SEBRING SEDAN,MID-SIZE,2.4,4,A4,X,9.7,6.6,29,43,1660,3818
2010,CHRYSLER,SEBRING SEDAN,MID-SIZE,3.5,6,AS6,X,12.9,7.4,22,38,2080,4784
2010,CHRYSLER,SEBRING SEDAN FFV,MID-SIZE,2.7,6,A4,X,10.8,7.2,26,39,1840,4232
2010,CHRYSLER,SEBRING SEDAN FFV,MID-SIZE,2.7,6,A4,E,15.5,10,18,28,2600,4160
2010,CHRYSLER,TOWN & COUNTRY,MINIVAN,4,6,A6,X,12.2,7.9,23,36,2060,4738
2010,DODGE,AVENGER,MID-SIZE,2.4,4,A4,X,9.7,6.6,29,43,1660,3818
2010,DODGE,AVENGER,MID-SIZE,3.5,6,AS6,X,12.9,7.4,22,38,2080,4784
2010,DODGE,CALIBER,MID-SIZE,2,4,AV,X,9,7.3,31,39,1660,3818
2010,DODGE,CALIBER,MID-SIZE,2,4,M5,X,9.1,6.3,31,45,1560,3588
2010,DODGE,CHALLENGER,FULL-SIZE,3.5,6,AS5,X,11.8,8,24,35,2020,4646
2010,DODGE,CHALLENGER,FULL-SIZE,5.7,8,M6,X,13.8,8.2,20,34,2260,5198
2010,DODGE,CHALLENGER (MDS),FULL-SIZE,5.7,8,AS5,X,13.5,8,21,35,2220,5106
2010,DODGE,CHALLENGER SRT8,FULL-SIZE,6.1,8,AS5,Z,16,10.6,18,27,2720,6256
2010,DODGE,CHALLENGER SRT8,FULL-SIZE,6.1,8,M6,Z,15.6,9.2,18,31,2540,5842
2010,DODGE,CHARGER,FULL-SIZE,2.7,6,A4,X,11.3,7.7,25,37,1940,4462
2010,DODGE,CHARGER,FULL-SIZE,3.5,6,A4,X,12.2,8.1,23,35,2060,4738
2010,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,AS5,X,13.5,8,21,35,2220,5106
2010,DODGE,CHARGER AWD,FULL-SIZE,3.5,6,AS5,X,12.6,8.6,22,33,2160,4968
2010,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,AS5,X,13.4,8.7,21,32,2260,5198
2010,DODGE,CHARGER SRT8,FULL-SIZE,6.1,8,AS5,Z,16,10.6,18,27,2720,6256
2010,DODGE,DAKOTA 4X2,PICKUP TRUCK,3.7,6,A4,X,14.4,9.8,20,29,2480,5704
2010,DODGE,DAKOTA 4X4,PICKUP TRUCK,3.7,6,A4,X,15.6,11.3,18,25,2740,6302
2010,DODGE,DAKOTA FFV 4X2,PICKUP TRUCK,4.7,8,A5,X,15,10.7,19,26,2620,6026
2010,DODGE,DAKOTA FFV 4X2,PICKUP TRUCK,4.7,8,A5,E,23.8,15.6,12,18,4020,6432
2010,DODGE,DAKOTA FFV 4X4,PICKUP TRUCK,4.7,8,A5,X,15.6,10.8,18,26,2680,6164
2010,DODGE,DAKOTA FFV 4X4,PICKUP TRUCK,4.7,8,A5,E,23.8,16.8,12,17,4120,6592
2010,DODGE,GRAND CARAVAN,MINIVAN,4,6,A6,X,12.2,7.9,23,36,2060,4738
2010,DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6,A4,X,12.6,8.4,22,34,2140,4922
2010,DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6,A4,E,18.4,12,15,24,3100,4960
2010,DODGE,GRAND CARAVAN FFV C/V,MINIVAN,3.3,6,A4,X,12.3,8.3,23,34,2100,4830
2010,DODGE,GRAND CARAVAN FFV C/V,MINIVAN,3.3,6,A4,E,18,11.9,16,24,3060,4896
2010,DODGE,JOURNEY 4X2,SPECIAL PURPOSE,2.4,4,A4,X,11,7.9,26,36,1920,4416
2010,DODGE,JOURNEY 4X2,SPECIAL PURPOSE,3.5,6,AS6,X,13.3,8.3,21,34,2220,5106
2010,DODGE,JOURNEY AWD,SPECIAL PURPOSE,3.5,6,AS6,X,13.6,8.7,21,32,2280,5244
2010,DODGE,NITRO 4X4,SPECIAL PURPOSE,3.7,6,A4,X,14,9.7,20,29,2420,5566
2010,DODGE,NITRO 4X4,SPECIAL PURPOSE,4,6,A5,X,13.5,9.7,21,29,2360,5428
2010,DODGE,RAM 1500 4X2,PICKUP TRUCK,3.7,6,A4,X,14.8,10,19,28,2520,5796
2010,DODGE,RAM 1500 4X2 (MDS),PICKUP TRUCK,5.7,8,A5,X,15.4,10.2,18,28,2620,6026
2010,DODGE,RAM 1500 4X4 (MDS),PICKUP TRUCK,5.7,8,A5,X,16.2,10.8,17,26,2760,6348
2010,DODGE,RAM 1500 FFV 4X2,PICKUP TRUCK,4.7,8,A5,X,15.6,10.8,18,26,2700,6210
2010,DODGE,RAM 1500 FFV 4X2,PICKUP TRUCK,4.7,8,A5,E,24.4,16.1,12,18,4140,6624
2010,DODGE,RAM 1500 FFV 4X4,PICKUP TRUCK,4.7,8,A5,X,16.7,11.4,17,25,2860,6578
2010,DODGE,RAM 1500 FFV 4X4,PICKUP TRUCK,4.7,8,A5,E,23.8,16.8,12,17,4120,6592
2010,DODGE,VIPER SRT10 CONVERTIBLE,TWO-SEATER,8.4,10,M6,Z,16.8,9.2,17,31,2680,6164
2010,DODGE,VIPER SRT10 COUPE,TWO-SEATER,8.4,10,M6,Z,16.8,9.2,17,31,2680,6164
2010,FERRARI,599 GTB FIORANO,TWO-SEATER,6,12,AS6,Z,20.1,13.2,14,21,3400,7820
2010,FERRARI,599 GTB FIORANO,TWO-SEATER,6,12,M6,Z,19.8,13.1,14,22,3360,7728
2010,FERRARI,612 SCAGLIETTI,MID-SIZE,5.7,12,AS6,Z,22.8,12.8,12,22,3660,8418
2010,FERRARI,612 SCAGLIETTI,MID-SIZE,5.7,12,M6,Z,22.3,13,13,22,3620,8326
2010,FERRARI,CALIFORNIA,MID-SIZE,4.3,8,AS7,Z,16.9,10.6,17,27,2940,6762
2010,FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,A4,X,13.4,8.7,21,32,2260,5198
2010,FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,A4,E,18.3,11.8,15,24,3080,4928
2010,FORD,EDGE,SPECIAL PURPOSE,3.5,6,A6,X,11.8,8.1,24,35,2020,4646
2010,FORD,EDGE AWD,SPECIAL PURPOSE,3.5,6,A6,X,12.5,8.8,23,32,2160,4968
2010,FORD,ESCAPE,SPECIAL PURPOSE,2.5,4,A6,X,10,7.1,28,40,1740,4002
2010,FORD,ESCAPE,SPECIAL PURPOSE,2.5,4,M5,X,9.2,7.2,31,39,1660,3818
2010,FORD,ESCAPE 4X4,SPECIAL PURPOSE,2.5,4,A6,X,10.4,7.6,27,37,1820,4186
2010,FORD,ESCAPE 4X4 FFV,SPECIAL PURPOSE,3,6,A6,X,11.6,8.8,24,32,2060,4738
2010,FORD,ESCAPE 4X4 FFV,SPECIAL PURPOSE,3,6,A6,E,16.3,11.9,17,24,2860,4576
2010,FORD,ESCAPE FFV,SPECIAL PURPOSE,3,6,A6,X,10.9,8,26,35,1920,4416
2010,FORD,ESCAPE FFV,SPECIAL PURPOSE,3,6,A6,E,15,10.7,19,26,2620,4192
2010,FORD,ESCAPE HYBRID,SPECIAL PURPOSE,2.5,4,AV,X,5.8,6.5,49,43,1220,2806
2010,FORD,ESCAPE HYBRID 4X4,SPECIAL PURPOSE,2.5,4,AV,X,6.6,7.3,43,39,1380,3174
2010,FORD,EXPEDITION 4X4 FFV,SPECIAL PURPOSE,5.4,8,A6,X,17.3,11.6,16,24,2940,6762
2010,FORD,EXPEDITION 4X4 FFV,SPECIAL PURPOSE,5.4,8,A6,E,23.1,15.7,12,18,3960,6336
2010,FORD,EXPLORER 4X4,SPECIAL PURPOSE,4,6,A5,X,16.2,10.9,17,26,2760,6348
2010,FORD,EXPLORER 4X4,SPECIAL PURPOSE,4.6,8,A6,X,15.2,10.3,19,27,2600,5980
2010,FORD,EXPLORER SPORT TRAC 4X4,PICKUP TRUCK,4,6,A5,X,16.2,10.9,17,26,2760,6348
2010,FORD,EXPLORER SPORT TRAC 4X4,PICKUP TRUCK,4.6,8,A6,X,15.2,10.3,19,27,2600,5980
2010,FORD,F150,PICKUP TRUCK,4.6,8,A4,X,14.4,10.4,20,27,2520,5796
2010,FORD,F150,PICKUP TRUCK,4.6,8,A6,X,14.3,9.7,20,29,2440,5612
2010,FORD,F150 4X4,PICKUP TRUCK,4.6,8,A6,X,14.9,10.2,19,28,2560,5888
2010,FORD,F150 FFV,PICKUP TRUCK,5.4,8,A6,X,14.9,10.2,19,28,2560,5888
2010,FORD,F150 FFV,PICKUP TRUCK,5.4,8,A6,E,20.7,14.2,14,20,3560,5696
2010,FORD,F150 FFV 4X4,PICKUP TRUCK,5.4,8,A6,X,15.9,11.3,18,25,2760,6348
2010,FORD,F150 FFV 4X4,PICKUP TRUCK,5.4,8,A6,E,21.9,15.6,13,18,3800,6080
2010,FORD,FLEX,SPECIAL PURPOSE,3.5,6,A6,X,11.8,8.1,24,35,2020,4646
2010,FORD,FLEX AWD,SPECIAL PURPOSE,3.5,6,A6,X,13.5,9.1,21,31,2300,5290
2010,FORD,FLEX AWD,SPECIAL PURPOSE,3.5,6,AS6,X,13.1,9.1,22,31,2260,5198
2010,FORD,FOCUS,COMPACT,2,4,A4,X,8.4,5.8,34,49,1440,3312
2010,FORD,FOCUS,COMPACT,2,4,M5,X,8.5,5.6,33,50,1440,3312
2010,FORD,FUSION,MID-SIZE,2.5,4,A6,X,9.4,6.4,30,44,1620,3726
2010,FORD,FUSION,MID-SIZE,2.5,4,M6,X,9.4,6.9,30,41,1660,3818
2010,FORD,FUSION,MID-SIZE,3,6,AS6,X,11.1,7.3,25,39,1880,4324
2010,FORD,FUSION,MID-SIZE,3,6,AS6,E,15.6,10.1,18,28,2620,4192
2010,FORD,FUSION AWD,MID-SIZE,3,6,AS6,X,11.8,7.8,24,36,2000,4600
2010,FORD,FUSION AWD,MID-SIZE,3,6,AS6,E,16.2,10.7,17,26,2760,4416
2010,FORD,FUSION AWD,MID-SIZE,3.5,6,AS6,X,12.7,8.3,22,34,2140,4922
2010,FORD,FUSION HYBRID,MID-SIZE,2.5,4,AV,X,4.6,5.4,61,52,1000,2300
2010,FORD,FUSION S,MID-SIZE,2.5,4,A6,X,8.9,5.8,32,49,1500,3450
2010,FORD,FUSION S,MID-SIZE,2.5,4,M6,X,9.5,6.3,30,45,1600,3680
2010,FORD,MUSTANG,COMPACT,4,6,A5,X,12.9,8.5,22,33,2180,5014
2010,FORD,MUSTANG,COMPACT,4,6,M5,X,11.7,7.6,24,37,1980,4554
2010,FORD,MUSTANG,COMPACT,4.6,8,A5,X,12.3,8.7,23,32,2140,4922
2010,FORD,MUSTANG,COMPACT,4.6,8,M5,X,13,8.4,22,34,2180,5014
2010,FORD,MUSTANG,COMPACT,5.4,8,M6,Z,14.8,9.1,19,31,2440,5612
2010,FORD,RANGER,PICKUP TRUCK,2.3,4,A5,X,11.1,8.4,25,34,1980,4554
2010,FORD,RANGER,PICKUP TRUCK,2.3,4,M5,X,9.5,7.3,30,39,1700,3910
2010,FORD,RANGER,PICKUP TRUCK,4,6,A5,X,13.4,9.7,21,29,2340,5382
2010,FORD,RANGER,PICKUP TRUCK,4,6,M5,X,14,9.7,20,29,2400,5520
2010,FORD,RANGER 4X4,PICKUP TRUCK,4,6,A5,X,15.1,11.2,19,25,2680,6164
2010,FORD,RANGER 4X4,PICKUP TRUCK,4,6,M5,X,14,10.6,20,27,2480,5704
2010,FORD,TAURUS,FULL-SIZE,3.5,6,A6,X,11.6,7.2,24,39,1920,4416
2010,FORD,TAURUS,FULL-SIZE,3.5,6,AS6,X,11.7,7.4,24,38,1940,4462
2010,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,12.3,7.9,23,36,2060,4738
2010,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,12.3,8,23,35,2080,4784
2010,FORD,TRANSIT CONNECT,SPECIAL PURPOSE,2,4,A4,X,9.5,7.9,30,36,1760,4048
2010,GMC,ACADIA,SPECIAL PURPOSE,3.6,6,A6,X,12.7,8.4,22,34,2160,4968
2010,GMC,ACADIA AWD,SPECIAL PURPOSE,3.6,6,A6,X,13.1,8.8,22,32,2220,5106
2010,GMC,CANYON,PICKUP TRUCK,2.9,4,A4,X,11.4,8.1,25,35,2000,4600
2010,GMC,CANYON,PICKUP TRUCK,2.9,4,M5,X,11.3,7.8,25,36,1960,4508
2010,GMC,CANYON,PICKUP TRUCK,3.7,5,A4,X,12.5,8.7,23,32,2160,4968
2010,GMC,CANYON,PICKUP TRUCK,5.3,8,A4,X,14.4,9.9,20,29,2480,5704
2010,GMC,CANYON 4WD,PICKUP TRUCK,2.9,4,A4,X,12,8.5,24,33,2100,4830
2010,GMC,CANYON 4WD,PICKUP TRUCK,2.9,4,M5,X,11.7,8.1,24,35,2020,4646
2010,GMC,CANYON 4WD,PICKUP TRUCK,3.7,5,A4,X,12.9,9,22,31,2220,5106
2010,GMC,CANYON 4WD,PICKUP TRUCK,5.3,8,A4,X,15.3,10.4,18,27,2620,6026
2010,GMC,CANYON CHASSIS CAB,PICKUP TRUCK,3.7,5,A4,X,13.9,10.2,20,28,2460,5658
2010,GMC,CANYON CHASSIS CAB 4WD,PICKUP TRUCK,3.7,5,A4,X,13.3,9.3,21,30,2300,5290
2010,GMC,CANYON CREW CAB,PICKUP TRUCK,2.9,4,A4,X,11.5,8.1,25,35,2000,4600
2010,GMC,CANYON CREW CAB,PICKUP TRUCK,2.9,4,M5,X,11.4,7.8,25,36,1960,4508
2010,GMC,CANYON CREW CAB,PICKUP TRUCK,3.7,5,A4,X,12.6,8.8,22,32,2180,5014
2010,GMC,CANYON CREW CAB,PICKUP TRUCK,5.3,8,A4,X,14.4,9.9,20,29,2480,5704
2010,GMC,CANYON CREW CAB 4WD,PICKUP TRUCK,3.7,5,A4,X,13.3,9.3,21,30,2300,5290
2010,GMC,CANYON CREW CAB 4WD,PICKUP TRUCK,5.3,8,A4,X,15.3,10.4,18,27,2620,6026
2010,GMC,SAVANA CARGO,LARGE VAN,4.3,6,A4,X,14.1,10,20,28,2460,5658
2010,GMC,SAVANA CARGO,LARGE VAN,5.3,8,A4,X,16.2,11.4,17,25,2820,6486
2010,GMC,SAVANA CARGO,LARGE VAN,5.3,8,A4,E,21.4,15.2,13,19,3720,5952
2010,GMC,SAVANA CARGO AWD,LARGE VAN,5.3,8,A4,X,16.5,12,17,24,2900,6670
2010,GMC,SAVANA CARGO AWD,LARGE VAN,5.3,8,A4,E,21.4,15.8,13,18,3780,6048
2010,GMC,SAVANA CARGO CONV,LARGE VAN,5.3,8,A4,X,16.8,11.9,17,24,2920,6716
2010,GMC,SAVANA CARGO CONV,LARGE VAN,5.3,8,A4,E,21.8,15.9,13,18,3820,6112
2010,GMC,SAVANA CARGO CONV AWD,LARGE VAN,5.3,8,A4,X,16.5,12.1,17,23,2900,6670
2010,GMC,SAVANA CARGO CONV AWD,LARGE VAN,5.3,8,A4,E,23.1,16.6,12,17,4040,6464
2010,GMC,SAVANA PASSENGER,LARGE VAN,5.3,8,A4,X,16.8,11.9,17,24,2920,6716
2010,GMC,SAVANA PASSENGER,LARGE VAN,5.3,8,A4,E,21.8,15.9,13,18,3820,6112
2010,GMC,SAVANA PASSENGER AWD,LARGE VAN,5.3,8,A4,X,16.5,12.1,17,23,2900,6670
2010,GMC,SAVANA PASSENGER AWD,LARGE VAN,5.3,8,A4,E,23.1,16.6,12,17,4040,6464
2010,GMC,SIERRA,PICKUP TRUCK,4.3,6,A4,X,14.1,10,20,28,2460,5658
2010,GMC,SIERRA,PICKUP TRUCK,4.8,8,A4,X,15.3,10.5,18,27,2620,6026
2010,GMC,SIERRA,PICKUP TRUCK,4.8,8,A4,E,20.2,14.3,14,20,3500,5600
2010,GMC,SIERRA,PICKUP TRUCK,5.3,8,A6,X,14.2,9.4,20,30,2400,5520
2010,GMC,SIERRA,PICKUP TRUCK,5.3,8,A6,E,19.3,12.6,15,22,3260,5216
2010,GMC,SIERRA,PICKUP TRUCK,6.2,8,A6,Z,17,10.6,17,27,2820,6486
2010,GMC,SIERRA,PICKUP TRUCK,6.2,8,A6,E,22,14.5,13,19,3720,5952
2010,GMC,SIERRA 4WD,PICKUP TRUCK,4.3,6,A4,X,14.9,11.3,19,25,2660,6118
2010,GMC,SIERRA 4WD,PICKUP TRUCK,4.8,8,A4,X,15.9,11.4,18,25,2780,6394
2010,GMC,SIERRA 4WD,PICKUP TRUCK,4.8,8,A4,E,21.1,15.3,13,18,3700,5920
2010,GMC,SIERRA 4WD,PICKUP TRUCK,5.3,8,A6,X,14.4,9.5,20,30,2440,5612
2010,GMC,SIERRA 4WD,PICKUP TRUCK,5.3,8,A6,E,19.5,12.6,14,22,3280,5248
2010,GMC,SIERRA 4WD,PICKUP TRUCK,6.2,8,A6,Z,17.5,10.7,16,26,2900,6670
2010,GMC,SIERRA 4WD,PICKUP TRUCK,6.2,8,A6,E,22.7,14.9,12,19,3820,6112
2010,GMC,SIERRA DENALI AWD,PICKUP TRUCK,6.2,8,A6,Z,17.8,10.7,16,26,2920,6716
2010,GMC,SIERRA DENALI AWD,PICKUP TRUCK,6.2,8,A6,E,22.9,15,12,19,3860,6176
2010,GMC,SIERRA HYBRID,PICKUP TRUCK,6,8,AV,X,9.7,9.1,29,31,1880,4324
2010,GMC,SIERRA HYBRID 4WD,PICKUP TRUCK,6,8,AV,X,9.8,9.1,29,31,1900,4370
2010,GMC,SIERRA XFE,PICKUP TRUCK,5.3,8,A6,X,13.7,9.1,21,31,2320,5336
2010,GMC,SIERRA XFE,PICKUP TRUCK,5.3,8,A6,E,18.8,12.3,15,23,3180,5088
2010,GMC,TERRAIN,SPECIAL PURPOSE,2.4,4,A6,X,9.2,6.1,31,46,1560,3588
2010,GMC,TERRAIN,SPECIAL PURPOSE,3,6,A6,X,12.4,8,23,35,2080,4784
2010,GMC,TERRAIN AWD,SPECIAL PURPOSE,2.4,4,A6,X,10.1,6.9,28,41,1740,4002
2010,GMC,TERRAIN AWD,SPECIAL PURPOSE,3,6,A6,X,12.3,8.4,23,34,2100,4830
2010,GMC,YUKON,SPECIAL PURPOSE,5.3,8,A6,X,14.4,9.6,20,29,2440,5612
2010,GMC,YUKON,SPECIAL PURPOSE,5.3,8,A6,E,19.6,12.6,14,22,3300,5280
2010,GMC,YUKON 4WD,SPECIAL PURPOSE,5.3,8,A6,X,14.4,9.5,20,30,2440,5612
2010,GMC,YUKON 4WD,SPECIAL PURPOSE,5.3,8,A6,E,19.5,12.6,14,22,3280,5248
2010,GMC,YUKON DENALI AWD,SPECIAL PURPOSE,6.2,8,A6,Z,15.3,10.1,18,28,2600,5980
2010,GMC,YUKON DENALI AWD,SPECIAL PURPOSE,6.2,8,A6,E,21.2,13.3,13,21,3540,5664
2010,GMC,YUKON HYBRID,SPECIAL PURPOSE,6,8,AV,X,9.7,9.1,29,31,1880,4324
2010,GMC,YUKON HYBRID 4WD,SPECIAL PURPOSE,6,8,AV,X,9.8,9.1,29,31,1900,4370
2010,GMC,YUKON XL,SPECIAL PURPOSE,5.3,8,A6,X,14.4,9.6,20,29,2440,5612
2010,GMC,YUKON XL,SPECIAL PURPOSE,5.3,8,A6,E,19.6,12.6,14,22,3300,5280
2010,GMC,YUKON XL,SPECIAL PURPOSE,6.2,8,A6,Z,17.5,10.6,16,27,2880,6624
2010,GMC,YUKON XL,SPECIAL PURPOSE,6.2,8,A6,E,22.5,14.6,13,19,3780,6048
2010,HONDA,ACCORD 2DR COUPE,COMPACT,2.4,4,A5,X,9.5,6.4,30,44,1620,3726
2010,HONDA,ACCORD 2DR COUPE,COMPACT,2.4,4,M5,X,9.4,6.4,30,44,1600,3680
2010,HONDA,ACCORD 2DR COUPE,COMPACT,3.5,6,A5,X,11,6.9,26,41,1840,4232
2010,HONDA,ACCORD 2DR COUPE,COMPACT,3.5,6,M6,X,12.2,7.8,23,36,2040,4692
2010,HONDA,ACCORD 4DR SEDAN,FULL-SIZE,2.4,4,A5,X,9.6,6.4,29,44,1620,3726
2010,HONDA,ACCORD 4DR SEDAN,FULL-SIZE,2.4,4,M5,X,9.4,6.5,30,43,1620,3726
2010,HONDA,ACCORD 4DR SEDAN,FULL-SIZE,3.5,6,A5,X,11,6.7,26,42,1820,4186
2010,HONDA,ACCORD CROSSTOUR,SPECIAL PURPOSE,3.5,6,A5,X,11.5,7.2,25,39,1920,4416
2010,HONDA,ACCORD CROSSTOUR AWD,SPECIAL PURPOSE,3.5,6,A5,X,12.3,8,23,35,2080,4784
2010,HONDA,CIVIC,SUBCOMPACT,1.8,4,A5,X,8.2,5.7,34,50,1420,3266
2010,HONDA,CIVIC,SUBCOMPACT,1.8,4,M5,X,7.4,5.4,38,52,1300,2990
2010,HONDA,CIVIC,SUBCOMPACT,2,4,M6,Z,10.2,6.8,28,42,1740,4002
2010,HONDA,CIVIC HYBRID,COMPACT,1.3,4,AV,X,4.7,4.3,60,66,900,2070
2010,HONDA,CR-V,SPECIAL PURPOSE,2.4,4,A5,X,9.8,7.1,29,40,1700,3910
2010,HONDA,CR-V AWD,SPECIAL PURPOSE,2.4,4,A5,X,10.1,7.5,28,38,1800,4140
2010,HONDA,ELEMENT,SPECIAL PURPOSE,2.4,4,A5,X,10.5,8.1,27,35,1880,4324
2010,HONDA,ELEMENT AWD,SPECIAL PURPOSE,2.4,4,A5,X,11,8.3,26,34,1960,4508
2010,HONDA,FIT,STATION WAGON,1.5,4,A5,X,7.1,5.5,40,51,1280,2944
2010,HONDA,FIT,STATION WAGON,1.5,4,M5,X,7.2,5.7,39,50,1300,2990
2010,HONDA,INSIGHT,COMPACT,1.3,4,AV,X,4.8,4.5,59,63,940,2162
2010,HONDA,INSIGHT EX,COMPACT,1.3,4,AV,X,5,4.6,56,61,960,2208
2010,HONDA,ODYSSEY,MINIVAN,3.5,6,A5,X,13.3,8.5,21,33,2220,5106
2010,HONDA,ODYSSEY EX-L/TOURING,MINIVAN,3.5,6,A5,X,12.3,7.8,23,36,2060,4738
2010,HONDA,PILOT,SPECIAL PURPOSE,3.5,6,A5,X,12.7,8.7,22,32,2180,5014
2010,HONDA,PILOT AWD,SPECIAL PURPOSE,3.5,6,A5,X,13.1,9.1,22,31,2260,5198
