MODEL,MANUFACTURER,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,,,,FUEL,CO2 EMISSIONS 
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),CITY (mi./gal.),HWY (mi./gal.),(L) / YEAR,(kg) / YEAR
2010,HONDA,RIDGELINE AWD,PICKUP TRUCK,3.5,6,A5,X,14.1,9.8,20,29,2420,5566
2010,HUMMER,H3 4WD,SPECIAL PURPOSE,3.7,5,A4,X,14.7,11,19,26,2600,5980
2010,HUMMER,H3 4WD,SPECIAL PURPOSE,3.7,5,M5,X,15,10.9,19,26,2640,6072
2010,HUMMER,H3 4WD,SPECIAL PURPOSE,5.3,8,A4,X,16.5,12.4,17,23,2940,6762
2010,HUMMER,H3 4WD,SPECIAL PURPOSE,5.3,8,A4,E,24.2,17.1,12,17,4200,6720
2010,HUMMER,H3T 4WD,PICKUP TRUCK,3.7,5,A4,X,14.7,11,19,26,2600,5980
2010,HUMMER,H3T 4WD,PICKUP TRUCK,3.7,5,M5,X,15,10.9,19,26,2640,6072
2010,HUMMER,H3T 4WD,PICKUP TRUCK,5.3,8,A4,X,16.5,12.4,17,23,2940,6762
2010,HUMMER,H3T 4WD,PICKUP TRUCK,5.3,8,A4,E,24.2,17.1,12,17,4200,6720
2010,HYUNDAI,ACCENT,COMPACT,1.6,4,A4,X,7.6,5.5,37,51,1340,3082
2010,HYUNDAI,ACCENT,COMPACT,1.6,4,M5,X,7.2,5.7,39,50,1300,2990
2010,HYUNDAI,ELANTRA,MID-SIZE,2,4,A4,X,7.8,5.8,36,49,1380,3174
2010,HYUNDAI,ELANTRA,MID-SIZE,2,4,M5,X,8.1,5.7,35,50,1400,3220
2010,HYUNDAI,ELANTRA BLUE,MID-SIZE,2,4,M5,X,7.8,5.6,36,50,1360,3128
2010,HYUNDAI,ELANTRA TOURING,STATION WAGON,2,4,A4,X,8.7,6.5,32,43,1540,3542
2010,HYUNDAI,ELANTRA TOURING,STATION WAGON,2,4,M5,X,8.9,6.4,32,44,1560,3588
2010,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,AS6,X,11.4,7.2,25,39,1900,4370
2010,HYUNDAI,GENESIS,FULL-SIZE,4.6,8,AS6,Z,12.6,8.1,22,35,2120,4876
2010,HYUNDAI,GENESIS COUPE,SUBCOMPACT,2,4,AS5,X,10.4,6.6,27,43,1740,4002
2010,HYUNDAI,GENESIS COUPE,SUBCOMPACT,2,4,M6,X,10.1,6.6,28,43,1700,3910
2010,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS6,X,11.9,7.3,24,39,1960,4508
2010,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M6,X,12,7.6,24,37,2000,4600
2010,HYUNDAI,SANTA FE,SPECIAL PURPOSE,2.4,4,AS6,X,10.2,7.2,28,39,1780,4094
2010,HYUNDAI,SANTA FE,SPECIAL PURPOSE,2.4,4,M6,X,10.7,7.5,26,38,1860,4278
2010,HYUNDAI,SANTA FE,SPECIAL PURPOSE,3.5,6,AS6,X,10.1,7.6,28,37,1800,4140
2010,HYUNDAI,SANTA FE 4WD,SPECIAL PURPOSE,3.5,6,AS6,X,10.5,7.7,27,37,1840,4232
2010,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS5,X,9.5,6.2,30,46,1600,3680
2010,HYUNDAI,SONATA,FULL-SIZE,2.4,4,M5,X,9.7,6.2,29,46,1620,3726
2010,HYUNDAI,SONATA,FULL-SIZE,3.3,6,AS5,X,10.8,6.9,26,41,1800,4140
2010,HYUNDAI,TUCSON,SPECIAL PURPOSE,2.4,4,AS6,X,9,6.3,31,45,1560,3588
2010,HYUNDAI,TUCSON,SPECIAL PURPOSE,2.4,4,M6,X,9.6,6.7,29,42,1660,3818
2010,HYUNDAI,TUCSON 4WD,SPECIAL PURPOSE,2.4,4,AS6,X,9.8,7.1,29,40,1720,3956
2010,HYUNDAI,VERACRUZ,SPECIAL PURPOSE,3.8,6,AS6,X,12.7,8.5,22,33,2160,4968
2010,HYUNDAI,VERACRUZ 4WD,SPECIAL PURPOSE,3.8,6,AS6,X,13.2,8.9,21,32,2260,5198
2010,INFINITI,EX35 AWD,STATION WAGON,3.5,6,AS5,Z,12.9,8.6,22,33,2200,5060
2010,INFINITI,FX35 AWD,SPECIAL PURPOSE,3.5,6,AS7,Z,13.3,9.3,21,30,2300,5290
2010,INFINITI,FX50 AWD,SPECIAL PURPOSE,5,8,AS7,Z,14.7,10.2,19,28,2540,5842
2010,INFINITI,G37,MID-SIZE,3.7,6,AS7,Z,11.2,7.5,25,38,1920,4416
2010,INFINITI,G37,MID-SIZE,3.7,6,M6,Z,12.4,7.9,23,36,2080,4784
2010,INFINITI,G37 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,11.9,7.8,24,36,2020,4646
2010,INFINITI,G37 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,12.9,8.4,22,34,2180,5014
2010,INFINITI,G37 COUPE,SUBCOMPACT,3.7,6,AS7,Z,11.2,7.5,25,38,1920,4416
2010,INFINITI,G37 COUPE,SUBCOMPACT,3.7,6,M6,Z,12.4,7.9,23,36,2080,4784
2010,INFINITI,G37X,MID-SIZE,3.7,6,AS7,Z,11.7,7.8,24,36,2000,4600
2010,INFINITI,G37X COUPE,SUBCOMPACT,3.7,6,AS7,Z,11.7,7.8,24,36,2000,4600
2010,INFINITI,M35,FULL-SIZE,3.5,6,AS7,Z,12.6,8.1,22,35,2120,4876
2010,INFINITI,M35X,FULL-SIZE,3.5,6,AS5,Z,13.3,9.1,21,31,2280,5244
2010,INFINITI,M45,FULL-SIZE,4.5,8,AS5,Z,13.5,9.4,21,30,2340,5382
2010,INFINITI,M45X,FULL-SIZE,4.5,8,AS5,Z,15.1,10.2,19,28,2580,5934
2010,INFINITI,QX56 4WD,SPECIAL PURPOSE,5.6,8,A5,Z,17.3,11.8,16,24,2960,6808
2010,JAGUAR,XF 4.2,MID-SIZE,4.2,8,A6,Z,13.3,8,21,35,2180,5014
2010,JAGUAR,XF 5.0,MID-SIZE,5,8,A6,Z,13.1,8.2,22,34,2200,5060
2010,JAGUAR,XF 5.0 SUPERCHARGED,MID-SIZE,5,8,A6,Z,14.1,9.3,20,30,2380,5474
2010,JAGUAR,XK 5.0 CONVERTIBLE,TWO-SEATER,5,8,A6,Z,13.5,9,21,31,2300,5290
2010,JAGUAR,XK 5.0 COUPE,SUBCOMPACT,5,8,A6,Z,13.3,8.4,21,34,2220,5106
2010,JAGUAR,XK-R 5.0 CONVERTIBLE,TWO-SEATER,5,8,A6,Z,14.1,9.1,20,31,2300,5290
2010,JAGUAR,XK-R 5.0 COUPE,SUBCOMPACT,5,8,A6,Z,14.1,9.1,20,31,2300,5290
2010,JEEP,COMMANDER 4X4,SPECIAL PURPOSE,3.7,6,A5,X,14.6,10.6,19,27,2560,5888
2010,JEEP,COMMANDER 4X4 (MDS),SPECIAL PURPOSE,5.7,8,A5,X,15.7,10.6,18,27,2680,6164
2010,JEEP,COMPASS 4X2,SPECIAL PURPOSE,2,4,AV,X,9,7.3,31,39,1660,3818
2010,JEEP,COMPASS 4X2,SPECIAL PURPOSE,2,4,M5,X,8.9,6.9,32,41,1600,3680
2010,JEEP,COMPASS 4X2,SPECIAL PURPOSE,2.4,4,AV,X,9.7,8,29,35,1780,4094
2010,JEEP,COMPASS 4X2,SPECIAL PURPOSE,2.4,4,M5,X,8.9,7.1,32,40,1620,3726
2010,JEEP,COMPASS 4X4,SPECIAL PURPOSE,2.4,4,AV,X,9.9,8.2,29,34,1840,4232
2010,JEEP,COMPASS 4X4,SPECIAL PURPOSE,2.4,4,M5,X,9.1,7.2,31,39,1640,3772
2010,JEEP,GRAND CHEROKEE 4X4,SPECIAL PURPOSE,3.7,6,A5,X,13.9,10.1,20,28,2440,5612
2010,JEEP,GRAND CHEROKEE 4X4 (MDS),SPECIAL PURPOSE,5.7,8,A5,X,15.5,10.6,18,27,2660,6118
2010,JEEP,GRAND CHEROKEE 4X4 SRT8,SPECIAL PURPOSE,6.1,8,A5,Z,18.4,13.2,15,21,3220,7406
2010,JEEP,LIBERTY 4X4,SPECIAL PURPOSE,3.7,6,A4,X,14,9.7,20,29,2420,5566
2010,JEEP,PATRIOT 4X2,SPECIAL PURPOSE,2,4,AV,X,9,7.3,31,39,1660,3818
2010,JEEP,PATRIOT 4X2,SPECIAL PURPOSE,2,4,M5,X,8.9,6.9,32,41,1600,3680
2010,JEEP,PATRIOT 4X2,SPECIAL PURPOSE,2.4,4,AV,X,9.7,8,29,35,1780,4094
2010,JEEP,PATRIOT 4X2,SPECIAL PURPOSE,2.4,4,M5,X,8.9,7.1,32,40,1620,3726
2010,JEEP,PATRIOT 4X4,SPECIAL PURPOSE,2.4,4,AV,X,9.9,8.2,29,34,1840,4232
2010,JEEP,PATRIOT 4X4,SPECIAL PURPOSE,2.4,4,M5,X,9.1,7.2,31,39,1640,3772
2010,JEEP,WRANGLER 4X4,SPECIAL PURPOSE,3.8,6,A4,X,14.4,10.5,20,27,2540,5842
2010,JEEP,WRANGLER 4X4,SPECIAL PURPOSE,3.8,6,M6,X,13.9,10.6,20,27,2480,5704
2010,KIA,BORREGO,SPECIAL PURPOSE,3.8,6,AS5,X,12.7,9.4,22,30,2240,5152
2010,KIA,BORREGO,SPECIAL PURPOSE,4.6,8,AS6,X,13.8,9.3,20,30,2360,5428
2010,KIA,BORREGO 4WD,SPECIAL PURPOSE,3.8,6,AS5,X,13,9.4,22,30,2280,5244
2010,KIA,BORREGO 4WD,SPECIAL PURPOSE,4.6,8,AS6,X,14.4,9.7,20,29,2460,5658
2010,KIA,FORTE,COMPACT,2,4,AS4,X,8.1,5.8,35,49,1420,3266
2010,KIA,FORTE,COMPACT,2,4,M5,X,8.3,5.8,34,49,1440,3312
2010,KIA,FORTE,COMPACT,2.4,4,AS5,X,9,6.3,31,45,1560,3588
2010,KIA,FORTE,COMPACT,2.4,4,M6,X,9.3,6.2,30,46,1580,3634
2010,KIA,MAGENTIS,MID-SIZE,2.4,4,AS5,X,9.4,6.2,30,46,1600,3680
2010,KIA,MAGENTIS,MID-SIZE,2.4,4,M5,X,9.4,6.2,30,46,1600,3680
2010,KIA,MAGENTIS,MID-SIZE,2.7,6,AS5,X,10.5,7,27,40,1780,4094
2010,KIA,RIO,COMPACT,1.6,4,A4,X,7.5,5.6,38,50,1320,3036
2010,KIA,RIO,COMPACT,1.6,4,M5,X,7.1,5.8,40,49,1300,2990
2010,KIA,RONDO,STATION WAGON,2.4,4,A4,X,10.6,7.5,27,38,1840,4232
2010,KIA,RONDO,STATION WAGON,2.7,6,A5,X,11.5,7.7,25,37,1960,4508
2010,KIA,SEDONA,MINIVAN,3.8,6,AS5,X,12.6,8.5,22,33,2160,4968
2010,KIA,SOUL,STATION WAGON,1.6,4,A4,X,7.9,6.4,36,44,1440,3312
2010,KIA,SOUL,STATION WAGON,1.6,4,M5,X,7.7,6.3,37,45,1420,3266
2010,KIA,SOUL,STATION WAGON,2,4,A4,X,8.5,6.6,33,43,1520,3496
2010,KIA,SOUL,STATION WAGON,2,4,M5,X,8.6,6.5,33,43,1540,3542
2010,KIA,SPORTAGE,SPECIAL PURPOSE,2,4,AS4,X,10.2,8,28,35,1840,4232
2010,KIA,SPORTAGE,SPECIAL PURPOSE,2,4,M5,X,10.3,7.8,27,36,1840,4232
2010,KIA,SPORTAGE,SPECIAL PURPOSE,2.7,6,AS4,X,11.3,8.5,25,33,2000,4600
2010,KIA,SPORTAGE 4WD,SPECIAL PURPOSE,2,4,M5,X,10.8,8.3,26,34,1940,4462
2010,KIA,SPORTAGE 4WD,SPECIAL PURPOSE,2.7,6,AS4,X,11.7,8.8,24,32,2080,4784
2010,LAMBORGHINI,GALLARDO,TWO-SEATER,5.2,10,AS6,Z,16.2,10.9,17,26,2760,6348
2010,LAMBORGHINI,GALLARDO,TWO-SEATER,5.2,10,M6,Z,18.7,11.5,15,25,3100,7130
2010,LAMBORGHINI,GALLARDO SPYDER,TWO-SEATER,5.2,10,AS6,Z,16.3,10.9,17,26,2780,6394
2010,LAMBORGHINI,GALLARDO SPYDER,TWO-SEATER,5.2,10,M6,Z,20.1,12.2,14,23,3320,7636
2010,LAMBORGHINI,MURCIELAGO,TWO-SEATER,6.5,12,AS6,Z,24,13.9,12,20,3880,8924
2010,LAMBORGHINI,MURCIELAGO,TWO-SEATER,6.5,12,M6,Z,25.9,15.8,11,18,4260,9798
2010,LAMBORGHINI,MURCIELAGO ROADSTER,TWO-SEATER,6.5,12,AS6,Z,24,13.9,12,20,3880,8924
2010,LAMBORGHINI,MURCIELAGO ROADSTER,TWO-SEATER,6.5,12,M6,Z,25.9,15.8,11,18,4260,9798
2010,LAND ROVER,LR2,SPECIAL PURPOSE,3.2,6,A6,X,14.1,9.1,20,31,2360,5428
2010,LAND ROVER,LR4 V8,SPECIAL PURPOSE,5,8,A6,Z,17.1,11.6,17,24,2920,6716
2010,LAND ROVER,RANGE ROVER,SPECIAL PURPOSE,5,8,A6,Z,17.5,11.6,16,24,2960,6808
2010,LAND ROVER,RANGE ROVER SPORT SC,SPECIAL PURPOSE,5,8,A6,Z,18.4,11.2,15,25,3040,6992
2010,LAND ROVER,RANGE ROVER SUPERCHARGED,SPECIAL PURPOSE,5,8,A6,Z,18.1,11.7,16,24,3060,7038
2010,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,Z,10.9,7.2,26,39,1860,4278
2010,LEXUS,GS 350,MID-SIZE,3.5,6,AS6,Z,10.9,7.4,26,38,1860,4278
2010,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,11.6,8,24,35,2000,4600
2010,LEXUS,GS 450h,COMPACT,3.5,6,AS6,Z,8.7,7.8,32,36,1640,3772
2010,LEXUS,GS 460,MID-SIZE,4.6,8,AS8,Z,12.4,8.1,23,35,2100,4830
2010,LEXUS,GX 460,SPECIAL PURPOSE,4.6,8,AS6,Z,14.1,9.8,20,29,2420,5566
2010,LEXUS,HS 250h,COMPACT,2.4,4,AV,X,5.6,5.9,50,48,1140,2622
2010,LEXUS,IS 250,SUBCOMPACT,2.5,6,AS6,Z,9.8,6.7,29,42,1680,3864
2010,LEXUS,IS 250,SUBCOMPACT,2.5,6,M6,Z,11.6,7.6,24,37,1960,4508
2010,LEXUS,IS 250 AWD,SUBCOMPACT,2.5,6,AS6,Z,10.5,7.6,27,37,1840,4232
2010,LEXUS,IS 250C,SUBCOMPACT,2.5,6,AS6,Z,9.8,6.7,29,42,1680,3864
2010,LEXUS,IS 250C,SUBCOMPACT,2.5,6,M6,Z,11.6,7.6,24,37,1960,4508
2010,LEXUS,IS 350,SUBCOMPACT,3.5,6,AS6,Z,11.5,7.9,25,36,1980,4554
2010,LEXUS,IS 350C,SUBCOMPACT,3.5,6,AS6,Z,11.5,7.9,25,36,1980,4554
2010,LEXUS,IS F,SUBCOMPACT,5,8,AS8,Z,13,8.5,22,33,2200,5060
2010,LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,12.9,8.2,22,34,2160,4968
2010,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,13.5,8.7,21,32,2260,5198
2010,LEXUS,LS 460 L,MID-SIZE,4.6,8,AS8,Z,12.9,8.2,22,34,2160,4968
2010,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,13.5,8.7,21,32,2260,5198
2010,LEXUS,LS 600h L,MID-SIZE,5,8,AS8,Z,10.6,9.1,27,31,1980,4554
2010,LEXUS,LX 570,SPECIAL PURPOSE,5.7,8,AS6,Z,17,11.4,17,25,2900,6670
2010,LEXUS,RX 350,SPECIAL PURPOSE,3.5,6,AS6,Z,11.5,8,25,35,1980,4554
2010,LEXUS,RX 350 AWD,SPECIAL PURPOSE,3.5,6,AS6,Z,11.6,8.2,24,34,2020,4646
2010,LEXUS,RX 450h,SPECIAL PURPOSE,3.5,6,AS6,Z,6.3,7.1,45,40,1340,3082
2010,LEXUS,RX 450h AWD,SPECIAL PURPOSE,3.5,6,AS6,Z,6.6,7.2,43,39,1360,3128
2010,LEXUS,SC 430,SUBCOMPACT,4.3,8,AS6,Z,12.9,8.8,22,32,2200,5060
2010,LINCOLN,GRAND MARQUIS,FULL-SIZE,4.6,8,A4,X,13.4,8.7,21,32,2260,5198
2010,LINCOLN,GRAND MARQUIS,FULL-SIZE,4.6,8,A4,E,18.3,11.8,15,24,3080,4928
2010,LINCOLN,MKS,FULL-SIZE,3.7,6,AS6,X,12.5,8.4,23,34,2140,4922
2010,LINCOLN,MKS AWD,FULL-SIZE,3.5,6,AS6,X,12.3,8,23,35,2080,4784
2010,LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS6,X,12.8,8.8,22,32,2200,5060
2010,LINCOLN,MKT AWD,SPECIAL PURPOSE,3.5,6,AS6,X,13.1,9.1,22,31,2260,5198
2010,LINCOLN,MKT AWD,SPECIAL PURPOSE,3.7,6,AS6,X,13,9.2,22,31,2260,5198
2010,LINCOLN,MKX AWD,SPECIAL PURPOSE,3.5,6,A6,X,12.5,8.8,23,32,2160,4968
2010,LINCOLN,MKZ,MID-SIZE,3.5,6,AS6,X,11.7,7.4,24,38,1940,4462
2010,LINCOLN,MKZ AWD,MID-SIZE,3.5,6,AS6,X,12.7,8.3,22,34,2140,4922
2010,LINCOLN,TOWN CAR,FULL-SIZE,4.6,8,A4,X,13.4,8.7,21,32,2260,5198
2010,LINCOLN,TOWN CAR,FULL-SIZE,4.6,8,A4,E,18.3,11.8,15,24,3080,4928
2010,MASERATI,GRANTURISMO,SUBCOMPACT,4.2,8,AS6,Z,16.8,10.3,17,27,2860,6578
2010,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,17.8,10.4,16,27,3000,6900
2010,MASERATI,QUATTROPORTE,FULL-SIZE,4.2,8,AS6,Z,18.1,11.5,16,25,3100,7130
2010,MASERATI,QUATTROPORTE,FULL-SIZE,4.7,8,AS6,Z,18.4,10.9,15,26,3040,6992
2010,MAZDA,B2300,PICKUP TRUCK,2.3,4,A5,X,11.1,8.4,25,34,1980,4554
2010,MAZDA,B2300,PICKUP TRUCK,2.3,4,M5,X,9.5,7.3,30,39,1700,3910
2010,MAZDA,B4000 4X4,PICKUP TRUCK,4,6,A5,X,15.1,11.2,19,25,2680,6164
2010,MAZDA,B4000 4X4,PICKUP TRUCK,4,6,M5,X,14,10.6,20,27,2480,5704
2010,MAZDA,CX-7,SPECIAL PURPOSE,2.3,4,AS6,Z,11.6,8,24,35,2000,4600
2010,MAZDA,CX-7,SPECIAL PURPOSE,2.5,4,AS5,X,10.4,7.2,27,39,1800,4140
2010,MAZDA,CX-7 4WD,SPECIAL PURPOSE,2.3,4,AS6,Z,12.2,8.7,23,32,2120,4876
2010,MAZDA,CX-9,SPECIAL PURPOSE,3.7,6,AS6,X,13.4,9.1,21,31,2300,5290
2010,MAZDA,CX-9 4WD,SPECIAL PURPOSE,3.7,6,AS6,X,14,9.6,20,29,2400,5520
2010,MAZDA,MAZDA3,COMPACT,2,4,AS5,X,8.7,6,32,47,1500,3450
2010,MAZDA,MAZDA3,COMPACT,2,4,M5,X,8.1,5.9,35,48,1420,3266
2010,MAZDA,MAZDA3,COMPACT,2.5,4,AS5,X,9.2,6.8,31,42,1620,3726
2010,MAZDA,MAZDA3,COMPACT,2.5,4,M6,X,10.1,6.9,28,41,1720,3956
2010,MAZDA,MAZDA5,MINIVAN,2.3,4,AS5,X,9.9,7.2,29,39,1740,4002
2010,MAZDA,MAZDA5,MINIVAN,2.3,4,M5,X,9.6,7,29,40,1680,3864
2010,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS5,X,9.7,6.7,29,42,1660,3818
2010,MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,10.4,6.9,27,41,1760,4048
2010,MAZDA,MAZDA6,MID-SIZE,3.7,6,AS6,X,12.1,8,23,35,2040,4692
2010,MAZDA,MAZDASPEED3,MID-SIZE,2.3,4,M6,Z,11.5,8,25,35,1980,4554
2010,MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,10.2,7.2,28,39,1760,4048
2010,MAZDA,MX-5,TWO-SEATER,2,4,M5,Z,9.2,7.1,31,40,1660,3818
2010,MAZDA,MX-5,TWO-SEATER,2,4,M6,Z,9.7,7.1,29,40,1700,3910
2010,MAZDA,RX-8,SUBCOMPACT,1.3,2,AS6,Z,13.3,8.9,21,32,2260,5198
2010,MAZDA,RX-8,SUBCOMPACT,1.3,2,M6,Z,12.8,9.2,22,31,2240,5152
2010,MAZDA,TRIBUTE,SPECIAL PURPOSE,2.5,4,A6,X,10,7.1,28,40,1740,4002
2010,MAZDA,TRIBUTE,SPECIAL PURPOSE,2.5,4,M5,X,9.2,7.2,31,39,1660,3818
2010,MAZDA,TRIBUTE 4X4,SPECIAL PURPOSE,2.5,4,A6,X,10.4,7.6,27,37,1820,4186
2010,MAZDA,TRIBUTE 4X4 FFV,SPECIAL PURPOSE,3,6,A6,X,11.6,8.8,24,32,2060,4738
2010,MAZDA,TRIBUTE 4X4 FFV,SPECIAL PURPOSE,3,6,A6,E,16.3,11.9,17,24,2860,4576
2010,MAZDA,TRIBUTE FFV,SPECIAL PURPOSE,3,6,A6,X,10.9,8,26,35,1920,4416
2010,MAZDA,TRIBUTE FFV,SPECIAL PURPOSE,3,6,A6,E,15,10.7,19,26,2620,4192
2010,MERCEDES-BENZ,B 200,STATION WAGON,2,4,AV,Z,9.2,7.2,31,39,1660,3818
2010,MERCEDES-BENZ,B 200,STATION WAGON,2,4,M5,Z,9.2,6.7,31,42,1620,3726
2010,MERCEDES-BENZ,B 200 TURBO,STATION WAGON,2,4,AV,Z,9.5,7.4,30,38,1720,3956
2010,MERCEDES-BENZ,B 200 TURBO,STATION WAGON,2,4,M6,Z,10.2,6.9,28,41,1740,4002
2010,MERCEDES-BENZ,C 250,COMPACT,2.5,6,A7,Z,11.5,7.5,25,38,1940,4462
2010,MERCEDES-BENZ,C 250,COMPACT,2.5,6,M6,Z,11.7,7.3,24,39,1940,4462
2010,MERCEDES-BENZ,C 250 4MATIC,COMPACT,2.5,6,A7,Z,11.9,7.9,24,36,2020,4646
2010,MERCEDES-BENZ,C 300,COMPACT,3,6,A7,Z,11.7,7.8,24,36,2000,4600
2010,MERCEDES-BENZ,C 300,COMPACT,3,6,M6,Z,11.7,7.7,24,37,1980,4554
2010,MERCEDES-BENZ,C 300 4MATIC,COMPACT,3,6,A7,Z,11.8,7.9,24,36,2020,4646
2010,MERCEDES-BENZ,C 350,COMPACT,3.5,6,A7,Z,12.2,8,23,35,2060,4738
2010,MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6,A7,Z,12.4,8.2,23,34,2100,4830
2010,MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8,AS7,Z,17.2,10.4,16,27,2820,6486
2010,MERCEDES-BENZ,CL 550 4MATIC,COMPACT,5.5,8,A7,Z,15,9.5,19,30,2500,5750
2010,MERCEDES-BENZ,CL 600,COMPACT,5.5,12,A5,Z,18.5,11.6,15,24,3080,7084
2010,MERCEDES-BENZ,CL 63 AMG,COMPACT,6.2,8,AS7,Z,18.7,11.2,15,25,3060,7038
2010,MERCEDES-BENZ,CL 65 AMG,COMPACT,6,12,AS5,Z,19.1,11.8,15,24,3160,7268
2010,MERCEDES-BENZ,CLS 550,COMPACT,5.5,8,A7,Z,15.1,9.5,19,30,2520,5796
2010,MERCEDES-BENZ,CLS 63 AMG,COMPACT,6.2,8,AS7,Z,17.8,11.2,16,25,2960,6808
2010,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,A7,Z,12.7,8.3,22,34,2140,4922
2010,MERCEDES-BENZ,E 350 COUPE,SUBCOMPACT,3.5,6,A7,Z,11.9,7.6,24,37,2000,4600
2010,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,5.5,8,A7,Z,13.8,8.6,20,33,2300,5290
2010,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,5.5,8,A7,Z,14,8.7,20,32,2320,5336
2010,MERCEDES-BENZ,E 63 AMG,MID-SIZE,6.2,8,AS7,Z,16.5,10.2,17,28,2740,6302
2010,MERCEDES-BENZ,G 55 AMG,SPECIAL PURPOSE,5.4,8,A5,Z,19.8,13.4,14,21,3380,7774
2010,MERCEDES-BENZ,G 550,SPECIAL PURPOSE,5.5,8,A7,Z,18.7,13.8,15,20,3300,7590
2010,MERCEDES-BENZ,GL 350 BLUETEC,SPECIAL PURPOSE,3,6,A7,D,12.3,8.7,23,32,2140,5778
2010,MERCEDES-BENZ,GL 450 4MATIC,SPECIAL PURPOSE,4.7,8,A7,Z,16.5,11.6,17,24,2860,6578
2010,MERCEDES-BENZ,GL 550 4MATIC,SPECIAL PURPOSE,5.5,8,A7,Z,17.1,11.9,17,24,2960,6808
2010,MERCEDES-BENZ,GLK 350 4MATIC,SPECIAL PURPOSE,3.5,6,A7,Z,13.3,9.6,21,29,2320,5336
2010,MERCEDES-BENZ,MAYBACH 57,FULL-SIZE,5.5,12,A5,Z,21.1,12.9,13,22,3480,8004
2010,MERCEDES-BENZ,MAYBACH 57 ZEPPELIN,FULL-SIZE,6,12,A5,Z,20.7,12.8,14,22,3420,7866
2010,MERCEDES-BENZ,MAYBACH 57S,FULL-SIZE,6,12,A5,Z,21.2,12.9,13,22,3500,8050
2010,MERCEDES-BENZ,MAYBACH 62,FULL-SIZE,5.5,12,A5,Z,21.1,12.9,13,22,3480,8004
2010,MERCEDES-BENZ,MAYBACH 62 ZEPPELIN,FULL-SIZE,6,12,A5,Z,20.7,12.8,14,22,3420,7866
2010,MERCEDES-BENZ,MAYBACH 62S,FULL-SIZE,6,12,A5,Z,21.2,12.9,13,22,3500,8050
2010,MERCEDES-BENZ,ML 350 4MATIC,SPECIAL PURPOSE,3.5,6,A7,Z,14.1,10.1,20,28,2460,5658
2010,MERCEDES-BENZ,ML 350 BLUETEC,SPECIAL PURPOSE,3,6,A7,D,11.1,8,25,35,1940,5238
2010,MERCEDES-BENZ,ML 550 4MATIC,SPECIAL PURPOSE,5.5,8,A7,Z,16.1,11.4,18,25,2800,6440
2010,MERCEDES-BENZ,ML 63 AMG,SPECIAL PURPOSE,6.2,8,AS7,Z,20.4,14,14,20,3520,8096
2010,MERCEDES-BENZ,R 350 4MATIC,SPECIAL PURPOSE,3.5,6,A7,Z,14.8,10.7,19,26,2580,5934
2010,MERCEDES-BENZ,R 350 BLUETEC,SPECIAL PURPOSE,3,6,A7,D,11.5,8.2,25,34,2000,5400
2010,MERCEDES-BENZ,S 400 HYBRID,FULL-SIZE,3.5,6,A7,Z,11,7.7,26,37,1900,4370
2010,MERCEDES-BENZ,S 450 4MATIC,FULL-SIZE,4.7,8,A7,Z,14.2,9,20,31,2380,5474
2010,MERCEDES-BENZ,S 550 4MATIC,FULL-SIZE,5.5,8,A7,Z,14.9,9.3,19,30,2480,5704
2010,MERCEDES-BENZ,S 600,FULL-SIZE,5.5,12,A5,Z,19.1,11.6,15,24,3140,7222
2010,MERCEDES-BENZ,S 63 AMG,FULL-SIZE,6.2,8,AS7,Z,18.8,11.2,15,25,3080,7084
2010,MERCEDES-BENZ,S 65 AMG,FULL-SIZE,6,12,AS5,Z,19.4,12,15,24,3200,7360
2010,MERCEDES-BENZ,SL 550,TWO-SEATER,5.5,8,A7,Z,15.8,9.4,18,30,2600,5980
2010,MERCEDES-BENZ,SL 600,TWO-SEATER,5.5,12,A5,Z,18.5,11.4,15,25,3060,7038
