MODEL,MANUFACTURER,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,,,,FUEL,CO2 EMISSIONS ,,,,,,
2000,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK,5.3,8,A4,X,16.2,12.3,17,23,2889,6645,,,,,,
2000,CHEVROLET,K1500 TAHOE 4X4,SPECIAL PURPOSE,5.7,8,A4,X,19.1,13.6,15,21,3325,7648,,,,,,
2000,CHEVROLET,LUMINA/MONTE CARLO,MID-SIZE,3.4,6,A4,X,12.1,7.2,23,39,1979,4552,,,,,,
2000,CHEVROLET,LUMINA/MONTE CARLO,MID-SIZE,3.8,6,A4,X,12.0,7.4,24,38,1986,4568,,,,,,
2000,CHEVROLET,MALIBU,MID-SIZE,3.1,6,A4,X,11.6,7.3,24,39,1933,4446,,,,,,
2000,CHEVROLET,METRO,SUBCOMPACT,1.0,3,M5,X,6.0,4.5,47,63,1065,2450,,,,,,
2000,CHEVROLET,METRO,SUBCOMPACT,1.3,4,A3,X,7.8,6.2,36,46,1416,3257,,,,,,
2000,CHEVROLET,METRO,SUBCOMPACT,1.3,4,M5,X,6.4,4.9,44,58,1145,2634,,,,,,
2000,CHEVROLET,NEW C1500 SUBURBAN,SPECIAL PURPOSE,5.3,8,A4,X,17.1,12.5,17,23,3006,6914,,,,,,
2000,CHEVROLET,NEW C1500 TAHOE,SPECIAL PURPOSE,4.8,8,A4,X,16.9,12.7,17,22,3002,6905,,,,,,
2000,CHEVROLET,NEW C1500 TAHOE,SPECIAL PURPOSE,5.3,8,A4,X,17.1,12.5,17,23,3006,6914,,,,,,
2000,CHEVROLET,NEW K1500 TAHOE 4X4,SPECIAL PURPOSE,4.8,8,A4,X,16.9,12.7,17,22,3002,6905,,,,,,
2000,CHEVROLET,NEW K1500 TAHOE 4X4,SPECIAL PURPOSE,5.3,8,A4,X,17.1,12.6,17,22,3015,6935,,,,,,
2000,CHEVROLET,S10,PICKUP TRUCK,2.2,4,A4,X,12.3,8.4,23,34,2109,4851,,,,,,
2000,CHEVROLET,S10,PICKUP TRUCK,2.2,4,M5,X,10.8,7.4,26,38,1854,4264,,,,,,
2000,CHEVROLET,S10,PICKUP TRUCK,4.3,6,A4,X,13.8,9.7,20,29,2391,5499,,,,,,
2000,CHEVROLET,S10,PICKUP TRUCK,4.3,6,M5,X,14.4,9.7,20,29,2457,5651,,,,,,
2000,CHEVROLET,S10 4X4,PICKUP TRUCK,4.3,6,A4,X,15.1,10.9,19,26,2642,6077,,,,,,
2000,CHEVROLET,S10 4X4,PICKUP TRUCK,4.3,6,M5,X,14.6,10.1,19,28,2515,5785,,,,,,
2000,CHEVROLET,TRACKER 4X4,SPECIAL PURPOSE,2.0,4,A4,X,10.3,8.3,27,34,1880,4324,,,,,,
2000,CHEVROLET,TRACKER 4X4,SPECIAL PURPOSE,2.0,4,M5,X,10.5,8.5,27,33,1920,4416,,,,,,
2000,CHEVROLET,TRACKER CONVERTIBLE 4X4,SPECIAL PURPOSE,1.6,4,M5,X,9.2,7.6,31,37,1696,3901,,,,,,
2000,CHEVROLET,TRACKER CONVERTIBLE 4X4,SPECIAL PURPOSE,2.0,4,A4,X,10.3,8.4,27,34,1889,4345,,,,,,
2000,CHEVROLET,TRACKER CONVERTIBLE 4X4,SPECIAL PURPOSE,2.0,4,M5,X,10.5,8.5,27,33,1920,4416,,,,,,
2000,CHEVROLET,VENTURE,MINIVAN,3.4,6,A4,X,12.5,8.4,23,34,2131,4901,,,,,,
2000,CHRYSLER,300M,FULL-SIZE,3.5,6,AS4,X,12.8,8.2,22,34,2146,4936,,,,,,
2000,CHRYSLER,CIRRUS,MID-SIZE,2.4,4,A4,X,11.9,7.8,24,36,2011,4625,,,,,,
2000,CHRYSLER,CIRRUS,MID-SIZE,2.5,6,A4,X,12.1,7.9,23,36,2042,4697,,,,,,
2000,CHRYSLER,CONCORDE,FULL-SIZE,2.7,6,A4,X,11.7,7.5,24,38,1962,4513,,,,,,
2000,CHRYSLER,CONCORDE,FULL-SIZE,3.2,6,A4,X,12.6,7.9,22,36,2097,4823,,,,,,
2000,CHRYSLER,INTREPID,FULL-SIZE,2.7,6,A4,X,11.7,7.5,24,38,1962,4513,,,,,,
2000,CHRYSLER,INTREPID,FULL-SIZE,2.7,6,AS4,X,11.7,7.4,24,38,1953,4492,,,,,,
2000,CHRYSLER,INTREPID,FULL-SIZE,3.2,6,AS4,X,12.6,7.8,22,36,2088,4802,,,,,,
2000,CHRYSLER,INTREPID,FULL-SIZE,3.5,6,AS4,X,12.8,8.2,22,34,2146,4936,,,,,,
2000,CHRYSLER,LHS,FULL-SIZE,3.5,6,A4,X,13.1,8.3,22,34,2188,5032,,,,,,
2000,CHRYSLER,NEON,COMPACT,2.0,4,A3,X,9.5,7.0,34,46,1675,3853,,,,,,
2000,CHRYSLER,NEON,COMPACT,2.0,4,M5,X,8.3,6.2,34,46,1471,3383,,,,,,
2000,CHRYSLER,PT CRUISER,SUBCOMPACT,2.4,4,A4,X,11.9,8.6,24,33,2083,4791,,,,,,
2000,CHRYSLER,PT CRUISER,SUBCOMPACT,2.4,4,M5,X,11.7,8.3,24,34,2034,4678,,,,,,
2000,CHRYSLER,SEBRING,COMPACT,2.5,6,A4,X,12.0,7.8,24,36,2022,4651,,,,,,
2000,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.5,6,A4,X,12.1,7.9,23,36,2042,4697,,,,,,
2000,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.5,6,AS4,X,13.1,8.4,22,34,2197,5053,,,,,,
2000,CHRYSLER,TOWN & COUNTRY,MINIVAN,3.8,6,A4,X,13.6,9.1,21,31,2315,5325,,,,,,
2000,CHRYSLER,TOWN & COUNTRY AWD,MINIVAN,3.8,6,A4,X,14.5,9.5,19,30,2450,5635,,,,,,
2000,DAEWOO,LANOS,SUBCOMPACT,1.5,4,A4,X,9.9,5.9,29,48,1620,3726,,,,,,
2000,DAEWOO,LANOS,SUBCOMPACT,1.5,4,M5,X,9.0,5.9,31,48,1521,3498,,,,,,
2000,DAEWOO,LANOS,SUBCOMPACT,1.6,4,A4,X,10.2,6.4,28,44,1698,3905,,,,,,
2000,DAEWOO,LANOS,SUBCOMPACT,1.6,4,M5,X,9.1,6.0,31,47,1541,3544,,,,,,
2000,DAEWOO,LEGANZA,COMPACT,2.2,4,A4,X,11.9,7.8,24,36,2004,4609,,,,,,
2000,DAEWOO,LEGANZA,COMPACT,2.2,4,M5,X,11.6,7.4,24,38,1935,4451,,,,,,
2000,DAEWOO,NUBIRA,COMPACT,2.0,4,A4,X,10.6,7.1,27,40,1809,4161,,,,,,
2000,DAEWOO,NUBIRA,COMPACT,2.0,4,M5,X,10.5,6.9,27,41,1767,4064,,,,,,
2000,DAEWOO,NUBIRA WAGON,STATION WAGON,2.0,4,A4,X,10.6,7.1,27,40,1805,4152,,,,,,
2000,DAEWOO,NUBIRA WAGON,STATION WAGON,2.0,4,M5,X,10.5,6.9,27,41,1776,4085,,,,,,
2000,DODGE,CARAVAN,MINIVAN,3.0,6,A4,X,13.0,8.6,22,33,2204,5069,,,,,,
2000,DODGE,CARAVAN,MINIVAN,3.3,6,A4,X,12.9,8.6,22,33,2193,5044,,,,,,
2000,DODGE,CARAVAN,MINIVAN,3.8,6,A4,X,13.6,9.1,21,31,2315,5325,,,,,,
2000,DODGE,CARAVAN FFV,MINIVAN,3.3,6,A4,X,12.9,8.6,22,33,2193,5044,,,,,,
2000,DODGE,CARAVAN FFV,MINIVAN,3.3,6,A4,E,18.7,12.1,15,23,3146,5034,,,,,,
2000,DODGE,DAKOTA,PICKUP TRUCK,3.9,6,A4,X,14.6,10.2,19,28,2524,5805,,,,,,
2000,DODGE,DAKOTA,PICKUP TRUCK,3.9,6,M5,X,15.1,9.6,19,29,2525,5808,,,,,,
2000,DODGE,DAKOTA,PICKUP TRUCK,4.7,8,A4,X,15.8,11.0,18,26,2728,6274,,,,,,
2000,DODGE,DAKOTA,PICKUP TRUCK,4.7,8,M5,X,16.5,10.8,17,26,2787,6410,,,,,,
2000,DODGE,DAKOTA,PICKUP TRUCK,5.9,8,A4,X,18.9,13.2,15,21,3267,7514,,,,,,
2000,DODGE,DAKOTA 4X4,PICKUP TRUCK,3.9,6,A4,X,16.3,12.1,17,23,2882,6629,,,,,,
2000,DODGE,DAKOTA 4X4,PICKUP TRUCK,3.9,6,M5,X,17.3,11.8,16,24,2965,6820,,,,,,
2000,DODGE,DAKOTA 4X4,PICKUP TRUCK,4.7,8,A4,X,16.5,11.4,17,25,2841,6534,,,,,,
2000,DODGE,DAKOTA 4X4,PICKUP TRUCK,4.7,8,M5,X,17.0,11.8,17,24,2932,6744,,,,,,
2000,DODGE,DAKOTA 4X4,PICKUP TRUCK,5.9,8,A4,X,20.3,13.4,14,21,3439,7910,,,,,,
2000,DODGE,DURANGO 4X4,SPECIAL PURPOSE,4.7,8,A4,X,17.4,12.0,16,24,2994,6886,,,,,,
2000,DODGE,DURANGO 4X4,SPECIAL PURPOSE,5.9,8,A4,X,20.3,13.4,14,21,3439,7910,,,,,,
2000,DODGE,DURANGO 5.9 R/T 4X4,SPECIAL PURPOSE,5.9,8,A4,Z,20.3,13.4,14,21,3439,7910,,,,,,
2000,DODGE,GRAND CARAVAN,MINIVAN,3.0,6,A4,X,13.0,8.6,22,33,2204,5069,,,,,,
2000,DODGE,GRAND CARAVAN,MINIVAN,3.3,6,A4,X,12.9,8.6,22,33,2193,5044,,,,,,
2000,DODGE,GRAND CARAVAN,MINIVAN,3.8,6,A4,X,13.6,9.1,21,31,2315,5325,,,,,,
2000,DODGE,GRAND CARAVAN,MINIVAN,3.8,6,AS4,X,13.9,9.2,20,31,2357,5421,,,,,,
2000,DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6,A4,X,14.5,9.5,19,30,2450,5635,,,,,,
2000,DODGE,GRAND CARAVAN AWD,MINIVAN,3.8,6,AS4,X,14.7,9.6,19,29,2481,5706,,,,,,
2000,DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6,A4,X,12.9,8.6,22,33,2193,5044,,,,,,
2000,DODGE,GRAND CARAVAN FFV,MINIVAN,3.3,6,A4,E,18.7,12.1,15,23,3146,5034,,,,,,
2000,DODGE,RAM 1500,PICKUP TRUCK,3.9,6,A4,X,15.6,10.7,18,26,2679,6162,,,,,,
2000,DODGE,RAM 1500,PICKUP TRUCK,3.9,6,M5,X,15.7,10.3,18,27,2654,6104,,,,,,
2000,DODGE,RAM 1500,PICKUP TRUCK,5.2,8,A4,X,18.1,11.7,16,24,3044,7001,,,,,,
2000,DODGE,RAM 1500,PICKUP TRUCK,5.2,8,M5,X,18.3,11.5,15,25,3048,7010,,,,,,
2000,DODGE,RAM 1500,PICKUP TRUCK,5.9,8,A4,X,19.5,12.0,14,24,3225,7418,,,,,,
2000,DODGE,RAM 1500 4X4,PICKUP TRUCK,5.2,8,A4,X,19.6,13.3,14,21,3353,7712,,,,,,
2000,DODGE,RAM 1500 4X4,PICKUP TRUCK,5.2,8,M5,X,20.1,13.0,14,22,3381,7776,,,,,,
2000,DODGE,RAM 1500 4X4,PICKUP TRUCK,5.9,8,A4,X,19.6,12.6,14,22,3290,7567,,,,,,
2000,DODGE,RAM 1500 VAN,MINIVAN,3.9,6,A3,X,15.8,12.9,18,22,2899,6668,,,,,,
2000,DODGE,RAM 1500 VAN,MINIVAN,5.2,8,A4,X,17.7,11.5,16,25,2982,6859,,,,,,
2000,DODGE,RAM 1500 VAN,MINIVAN,5.9,8,A4,X,18.9,13.2,15,21,3267,7514,,,,,,
2000,DODGE,RAM 1500 WAGON,MINIVAN,3.9,6,A3,X,16.5,13.3,17,21,3012,6928,,,,,,
2000,DODGE,RAM 1500 WAGON,MINIVAN,5.2,8,A4,X,18.1,11.6,16,24,3035,6981,,,,,,
2000,DODGE,RAM 2500 VAN,MINIVAN,5.2,8,A4,X,18.1,11.6,16,24,3035,6981,,,,,,
2000,DODGE,RAM 2500 VAN,MINIVAN,5.9,8,A4,X,19.5,11.9,14,24,3216,7397,,,,,,
2000,DODGE,RAM 2500 VAN NGV,MINIVAN,5.2,8,A4,N,18.9,13.7,15,21,3312,6260,,,,,,
2000,DODGE,RAM 2500 WAGON,MINIVAN,5.2,8,A4,X,19.8,14.0,14,20,3438,7907,,,,,,
2000,DODGE,RAM 2500 WAGON,MINIVAN,5.9,8,A4,X,19.8,12.1,14,23,3267,7514,,,,,,
2000,DODGE,VIPER GTS,SUBCOMPACT,8.0,10,M6,Z,19.4,10.2,15,28,3052,7020,,,,,,
2000,DODGE,VIPER RT/10,SUBCOMPACT,8.0,10,M6,Z,19.4,10.2,15,28,3052,7020,,,,,,
2000,FERRARI,360 MODENA F1,TWO-SEATER,3.6,8,AS6,Z,22.4,13.5,13,21,3679,8462,,,,,,
2000,FERRARI,360 MODENA F1,TWO-SEATER,3.6,8,M6,Z,22.0,13.7,13,21,3653,8402,,,,,,
2000,FERRARI,456 MGT,SUBCOMPACT,5.5,12,A4,Z,24.4,14.5,12,19,3989,9175,,,,,,
2000,FERRARI,456 MGT,SUBCOMPACT,5.5,12,M6,Z,24.0,13.4,12,21,3846,8846,,,,,,
2000,FERRARI,456 MGTA,SUBCOMPACT,5.5,12,A4,Z,24.4,14.5,12,19,3989,9175,,,,,,
2000,FERRARI,456 MGTA,SUBCOMPACT,5.5,12,M6,Z,24.0,13.4,12,21,3846,8846,,,,,,
2000,FERRARI,550 MARANELLO,SUBCOMPACT,5.5,12,M6,Z,27.7,16.6,10,17,4541,10444,,,,,,
2000,FORD,COUGAR,COMPACT,2.0,4,M5,X,9.7,6.4,29,44,1643,3779,,,,,,
2000,FORD,COUGAR,COMPACT,2.5,6,A4,X,11.6,7.6,24,37,1960,4508,,,,,,
2000,FORD,COUGAR,COMPACT,2.5,6,M5,X,11.8,7.5,24,38,1973,4538,,,,,,
2000,FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,A4,X,13.5,8.8,21,32,2277,5237,,,,,,
