MODEL,MANUFACTURER,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,,,,FUEL,CO2 EMISSIONS ,,,,,,
2003,AUDI,A8,MID-SIZE,4.2,8,AS5,Z,13.8,8.7,20,32,2301,5292,,,,,,
2003,AUDI,A8L,FULL-SIZE,4.2,8,AS5,Z,13.7,8.8,21,32,2299,5288,,,,,,
2003,AUDI,ALLROAD QUATTRO,SPECIAL PURPOSE,2.7,6,AS5,Z,14.3,9.8,20,29,2455,5647,,,,,,
2003,AUDI,ALLROAD QUATTRO,SPECIAL PURPOSE,2.7,6,M6,Z,14.8,9.4,19,30,2474,5690,,,,,,
2003,AUDI,S6 AVANT,STATION WAGON,4.2,8,AS5,Z,16.0,10.3,18,27,2687,6180,,,,,,
2003,AUDI,S8,MID-SIZE,4.2,8,AS5,Z,15.0,10.2,19,28,2568,5906,,,,,,
2003,AUDI,TT COUPE,SUBCOMPACT,1.8,4,AS6,Z,11.4,7.4,25,38,1920,4416,,,,,,
2003,AUDI,TT COUPE QUATTRO,SUBCOMPACT,1.8,4,M6,Z,11.8,7.6,24,37,1982,4559,,,,,,
2003,AUDI,TT ROADSTER,TWO-SEATER,1.8,4,AS6,Z,11.9,7.6,24,37,1993,4584,,,,,,
2003,AUDI,TT ROADSTER QUATTRO,TWO-SEATER,1.8,4,M6,Z,11.8,7.6,24,37,1982,4559,,,,,,
2003,BENTLEY,ARNAGE LWB TURBO,FULL-SIZE,6.7,8,A4,Z,23.0,14.8,12,19,3862,8883,,,,,,
2003,BENTLEY,ARNAGE TURBO,MID-SIZE,6.7,8,A4,Z,23.0,14.8,12,19,3862,8883,,,,,,
2003,BENTLEY,AZURE TURBO,SUBCOMPACT,6.7,8,A4,Z,20.7,13.6,14,21,3501,8052,,,,,,
2003,BENTLEY,CONTINENTAL R TURBO,COMPACT,6.7,8,A4,Z,21.2,13.8,13,20,3574,8220,,,,,,
2003,BENTLEY,CONTINENTAL T TURBO,SUBCOMPACT,6.7,8,A4,Z,21.2,13.8,13,20,3574,8220,,,,,,
2003,BMW,320i,COMPACT,2.2,6,A5,Z,11.6,7.4,24,38,1942,4467,,,,,,
2003,BMW,320i,COMPACT,2.2,6,M5,Z,11.3,7.2,25,39,1891,4349,,,,,,
2003,BMW,325Ci,SUBCOMPACT,2.5,6,A5,Z,11.6,7.7,24,37,1969,4529,,,,,,
2003,BMW,325Ci,SUBCOMPACT,2.5,6,M5,Z,11.6,7.4,24,38,1942,4467,,,,,,
2003,BMW,325Ci CONVERTIBLE,SUBCOMPACT,2.5,6,A5,Z,12.2,8.3,23,34,2089,4805,,,,,,
2003,BMW,325Ci CONVERTIBLE,SUBCOMPACT,2.5,6,M5,Z,12.6,8.2,22,34,2124,4885,,,,,,
2003,BMW,325i,SUBCOMPACT,2.5,6,A5,Z,11.6,7.7,24,37,1969,4529,,,,,,
2003,BMW,325i,COMPACT,2.5,6,M5,Z,11.6,7.4,24,38,1942,4467,,,,,,
2003,BMW,325i SPORT WAGON,STATION WAGON,2.5,6,A5,Z,11.6,7.7,24,37,1969,4529,,,,,,
2003,BMW,325i SPORT WAGON,STATION WAGON,2.5,6,M5,Z,11.6,7.4,24,38,1942,4467,,,,,,
2003,BMW,325xi,COMPACT,2.5,6,A5,Z,12.3,8.4,23,34,2109,4851,,,,,,
2003,BMW,325xi,COMPACT,2.5,6,M5,Z,12.1,8.0,23,35,2051,4717,,,,,,
2003,BMW,325xi SPORT WAGON,STATION WAGON,2.5,6,A5,Z,12.3,8.4,23,34,2109,4851,,,,,,
2003,BMW,325xi SPORT WAGON,STATION WAGON,2.5,6,M5,Z,12.4,8.2,23,34,2102,4835,,,,,,
2003,BMW,330Ci,SUBCOMPACT,3.0,6,A5,Z,11.6,7.7,24,37,1969,4529,,,,,,
2003,BMW,330Ci,SUBCOMPACT,3.0,6,M5,Z,11.3,7.3,25,39,1900,4370,,,,,,
2003,BMW,330Ci CONVERTIBLE,SUBCOMPACT,3.0,6,A5,Z,12.6,8.1,22,35,2115,4865,,,,,,
2003,BMW,330Ci CONVERTIBLE,SUBCOMPACT,3.0,6,M5,Z,11.9,7.7,24,37,2002,4605,,,,,,
2003,BMW,330i,COMPACT,3.0,6,A5,Z,11.6,7.7,24,37,1969,4529,,,,,,
2003,BMW,330i,COMPACT,3.0,6,M5,Z,11.3,7.3,25,39,1900,4370,,,,,,
2003,BMW,330xi,COMPACT,3.0,6,A5,Z,13.0,8.6,22,33,2204,5069,,,,,,
2003,BMW,330xi,COMPACT,3.0,6,M5,Z,11.9,7.9,24,36,2020,4646,,,,,,
2003,BMW,525i,COMPACT,2.5,6,A5,Z,11.6,7.7,24,37,1969,4529,,,,,,
2003,BMW,525i,COMPACT,2.5,6,M5,Z,11.6,7.4,24,38,1942,4467,,,,,,
2003,BMW,525i SPORT WAGON,STATION WAGON,2.5,6,A5,Z,12.2,8.3,23,34,2089,4805,,,,,,
2003,BMW,525i SPORT WAGON,STATION WAGON,2.5,6,M5,Z,12.6,8.2,22,34,2124,4885,,,,,,
2003,BMW,530i,COMPACT,3.0,6,A5,Z,12.6,8.1,22,35,2115,4865,,,,,,
2003,BMW,530i,COMPACT,3.0,6,M5,Z,11.3,7.3,25,39,1900,4370,,,,,,
2003,BMW,540i,COMPACT,4.4,8,A5,Z,13.1,8.8,22,32,2233,5136,,,,,,
2003,BMW,540i,COMPACT,4.4,8,M6,Z,14.7,9.1,19,31,2436,5603,,,,,,
2003,BMW,540i SPORT WAGON,STATION WAGON,4.4,8,A5,Z,13.9,10.1,20,28,2438,5607,,,,,,
2003,BMW,745i,FULL-SIZE,4.4,8,A6,Z,13.1,8.3,22,34,2188,5032,,,,,,
2003,BMW,745Li,FULL-SIZE,4.4,8,A6,Z,13.1,8.3,22,34,2188,5032,,,,,,
2003,BMW,760Li,FULL-SIZE,6.0,12,A6,Z,16.1,9.6,18,29,2635,6061,,,,,,
2003,BMW,M3,SUBCOMPACT,3.2,6,AM6,Z,13.3,8.8,21,32,2255,5187,,,,,,
2003,BMW,M3,SUBCOMPACT,3.2,6,M6,Z,14.5,9.0,19,31,2405,5532,,,,,,
2003,BMW,M3 CONVERTIBLE,SUBCOMPACT,3.2,6,AM6,Z,13.8,9.5,20,30,2373,5458,,,,,,
2003,BMW,M3 CONVERTIBLE,SUBCOMPACT,3.2,6,M6,Z,15.0,9.4,19,30,2496,5741,,,,,,
2003,BMW,M5,COMPACT,4.9,8,M6,Z,17.6,10.6,16,27,2890,6647,,,,,,
2003,BMW,X5,SPECIAL PURPOSE,3.0,6,A5,Z,14.7,10.8,19,26,2589,5955,,,,,,
2003,BMW,X5,SPECIAL PURPOSE,3.0,6,M5,Z,15.6,10.6,18,27,2670,6141,,,,,,
2003,BMW,X5,SPECIAL PURPOSE,4.4,8,A5,Z,16.4,11.9,17,24,2875,6613,,,,,,
2003,BMW,X5IS,SPECIAL PURPOSE,4.4,8,A5,Z,17.9,12.4,16,23,3085,7096,,,,,,
2003,BMW,Z4 ROADSTER,TWO-SEATER,2.5,6,A5,Z,11.4,7.7,25,37,1947,4478,,,,,,
2003,BMW,Z4 ROADSTER,TWO-SEATER,2.5,6,M5,Z,11.7,7.8,24,36,1989,4575,,,,,,
2003,BMW,Z4 ROADSTER,TWO-SEATER,3.0,6,A5,Z,11.6,7.7,24,37,1969,4529,,,,,,
2003,BMW,Z4 ROADSTER,TWO-SEATER,3.0,6,M5,Z,11.4,7.4,25,38,1920,4416,,,,,,
2003,BMW,Z8,TWO-SEATER,4.9,8,M6,Z,17.6,10.6,16,27,2890,6647,,,,,,
2003,BUICK,CENTURY,MID-SIZE,3.1,6,A4,X,11.5,7.6,25,37,1949,4483,,,,,,
2003,BUICK,LESABRE,FULL-SIZE,3.8,6,A4,X,12.0,7.4,24,38,1986,4568,,,,,,
2003,BUICK,PARK AVENUE,FULL-SIZE,3.8,6,A4,X,12.0,7.4,24,38,1986,4568,,,,,,
2003,BUICK,PARK AVENUE #,FULL-SIZE,3.8,6,A4,Z,13.3,7.8,21,36,2165,4980,,,,,,
2003,BUICK,REGAL,MID-SIZE,3.8,6,A4,X,12.2,7.4,23,38,2008,4618,,,,,,
2003,BUICK,REGAL #,MID-SIZE,3.8,6,A4,Z,13.3,7.8,21,36,2165,4980,,,,,,
2003,BUICK,RENDEZVOUS,SPECIAL PURPOSE,3.4,6,A4,X,12.3,8.3,23,34,2100,4830,,,,,,
2003,BUICK,RENDEZVOUS AWD,SPECIAL PURPOSE,3.4,6,A4,X,13.1,8.9,22,32,2242,5157,,,,,,
2003,CADILLAC,CTS,MID-SIZE,3.2,6,A5,X,12.9,8.4,22,34,2175,5003,,,,,,
2003,CADILLAC,CTS,MID-SIZE,3.2,6,M5,X,12.6,8.2,22,34,2124,4885,,,,,,
2003,CADILLAC,DEVILLE,FULL-SIZE,4.6,8,A4,X,13.4,8.0,21,35,2194,5046,,,,,,
2003,CADILLAC,ESCALADE AWD,SPECIAL PURPOSE,6.0,8,A4,X,19.1,13.2,15,21,3289,7565,,,,,,
2003,CADILLAC,ESCALADE ESV AWD,SPECIAL PURPOSE,6.0,8,A4,X,18.9,12.9,15,22,3240,7452,,,,,,
2003,CADILLAC,ESCALADE EXT AWD,PICKUP TRUCK,6.0,8,A4,X,19.1,13.2,15,21,3289,7565,,,,,,
2003,CADILLAC,SEVILLE,MID-SIZE,4.6,8,A4,X,13.4,8.0,21,35,2194,5046,,,,,,
2003,CHEVROLET,ASTRO CARGO,MINIVAN,4.3,6,A4,X,15.7,10.5,18,27,2672,6146,,,,,,
2003,CHEVROLET,ASTRO CARGO AWD,MINIVAN,4.3,6,A4,X,15.6,11.2,18,25,2724,6265,,,,,,
2003,CHEVROLET,ASTRO PASSENGER,MINIVAN,4.3,6,A4,X,16.2,11.0,17,26,2772,6376,,,,,,
2003,CHEVROLET,ASTRO PASSENGER AWD,MINIVAN,4.3,6,A4,X,17.3,12.6,16,22,3037,6985,,,,,,
2003,CHEVROLET,BLAZER 4X4,SPECIAL PURPOSE,4.3,6,A4,X,15.6,11.2,18,25,2724,6265,,,,,,
2003,CHEVROLET,BLAZER 4X4,SPECIAL PURPOSE,4.3,6,M5,X,17.8,12.2,16,23,3056,7029,,,,,,
2003,CHEVROLET,C1500 AVALANCHE,PICKUP TRUCK,5.3,8,A4,X,17.8,13.2,16,21,3146,7236,,,,,,
2003,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK,4.3,6,A4,X,16.2,11.0,17,26,2772,6376,,,,,,
2003,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK,4.3,6,M5,X,16.0,10.7,18,26,2723,6263,,,,,,
2003,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK,4.8,8,A4,X,15.5,11.3,18,25,2722,6261,,,,,,
2003,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK,4.8,8,M5,X,16.6,10.9,17,26,2807,6456,,,,,,
2003,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK,5.3,8,A4,X,15.6,11.4,18,25,2742,6307,,,,,,
2003,CHEVROLET,C1500 SUBURBAN,SPECIAL PURPOSE,5.3,8,A4,X,16.9,12.0,17,24,2939,6760,,,,,,
2003,CHEVROLET,C1500 SUBURBAN FFV,SPECIAL PURPOSE,5.3,8,A4,X,16.9,12.0,17,24,2939,6760,,,,,,
2003,CHEVROLET,C1500 SUBURBAN FFV,SPECIAL PURPOSE,5.3,8,A4,E,22.7,16.1,12,18,3946,6314,,,,,,
2003,CHEVROLET,C1500 TAHOE,SPECIAL PURPOSE,4.8,8,A4,X,16.5,11.8,17,24,2877,6617,,,,,,
2003,CHEVROLET,C1500 TAHOE,SPECIAL PURPOSE,5.3,8,A4,X,16.9,12.0,17,24,2939,6760,,,,,,
2003,CHEVROLET,C1500 TAHOE FFV,SPECIAL PURPOSE,5.3,8,A4,X,16.9,12.0,17,24,2939,6760,,,,,,
2003,CHEVROLET,C1500 TAHOE FFV,SPECIAL PURPOSE,5.3,8,A4,E,22.7,16.1,12,18,3946,6314,,,,,,
2003,CHEVROLET,C2500 SILVERADO BI-FUEL,PICKUP TRUCK,6.0,8,A4,X,22.4,17.7,13,16,4057,9331,,,,,,
2003,CHEVROLET,CAVALIER,COMPACT,2.2,4,A4,X,10.0,6.9,28,41,1721,3958,,,,,,
2003,CHEVROLET,CAVALIER,COMPACT,2.2,4,M5,X,10.0,6.7,28,42,1703,3917,,,,,,
2003,CHEVROLET,CAVALIER BI-FUEL,COMPACT,2.2,4,A4,X,9.7,6.6,29,43,1661,3820,,,,,,
2003,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8,A4,Z,13.2,8.9,21,32,2253,5182,,,,,,
2003,CHEVROLET,CORVETTE,TWO-SEATER,5.7,8,M6,Z,12.3,7.7,23,37,2046,4706,,,,,,
2003,CHEVROLET,EXPRESS CARGO BI-FUEL,MINIVAN,6.0,8,A4,X,21.5,12.7,13,22,3508,8068,,,,,,
2003,CHEVROLET,EXPRESS CARGO BI-FUEL,MINIVAN,6.0,8,A4,N,19.8,13.1,14,22,3357,6345,,,,,,
2003,CHEVROLET,EXPRESS CARGO CNG,MINIVAN,6.0,8,A4,N,19.8,13.1,14,22,3357,6345,,,,,,
2003,CHEVROLET,G15 EXPRESS PASSENGER,MINIVAN,4.3,6,A4,X,16.8,12.1,17,23,2937,6755,,,,,,
2003,CHEVROLET,G15 EXPRESS PASSENGER,MINIVAN,5.3,8,A4,X,17.8,13.2,16,21,3146,7236,,,,,,
2003,CHEVROLET,G15/25 EXPRESS CARGO,MINIVAN,4.3,6,A4,X,16.8,12.1,17,23,2937,6755,,,,,,
2003,CHEVROLET,G15/25 EXPRESS CARGO,MINIVAN,5.3,8,A4,X,17.2,12.7,16,22,3035,6981,,,,,,
2003,CHEVROLET,H15 EXPRESS PASSENGER AWD,MINIVAN,5.3,8,A4,X,18.0,12.8,16,22,3132,7204,,,,,,
2003,CHEVROLET,H15/25 EXPRESS CARGO AWD,MINIVAN,5.3,8,A4,X,17.8,12.9,16,22,3119,7174,,,,,,
2003,CHEVROLET,IMPALA,FULL-SIZE,3.4,6,A4,X,11.0,6.7,26,42,1813,4170,,,,,,
2003,CHEVROLET,IMPALA,FULL-SIZE,3.8,6,A4,X,12.2,7.4,23,38,2008,4618,,,,,,
2003,CHEVROLET,K1500 AVALANCHE 4X4,PICKUP TRUCK,5.3,8,A4,X,18.0,12.8,16,22,3132,7204,,,,,,
2003,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK,4.3,6,A4,X,17.2,12.5,16,23,3017,6939,,,,,,
2003,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK,4.3,6,M5,X,17.6,12.1,16,23,3025,6958,,,,,,
2003,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK,4.8,8,A4,X,16.5,12.5,17,23,2940,6762,,,,,,
2003,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK,4.8,8,M5,X,18.4,12.4,15,23,3140,7222,,,,,,
2003,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK,5.3,8,A4,X,17.0,12.4,17,23,2986,6868,,,,,,
2003,CHEVROLET,K1500 SILVERADO SS AWD,PICKUP TRUCK,6.0,8,A4,X,17.8,13.1,16,22,3137,7215,,,,,,
2003,CHEVROLET,K1500 SUBURBAN 4X4,SPECIAL PURPOSE,5.3,8,A4,X,17.7,12.3,16,23,3054,7024,,,,,,
2003,CHEVROLET,K1500 SUBURBAN 4X4 FFV,SPECIAL PURPOSE,5.3,8,A4,X,17.7,12.3,16,23,3054,7024,,,,,,
2003,CHEVROLET,K1500 SUBURBAN 4X4 FFV,SPECIAL PURPOSE,5.3,8,A4,E,22.7,16.0,12,18,3937,6299,,,,,,
2003,CHEVROLET,K1500 TAHOE 4X4,SPECIAL PURPOSE,4.8,8,A4,X,16.4,12.2,17,23,2902,6675,,,,,,
2003,CHEVROLET,K1500 TAHOE 4X4,SPECIAL PURPOSE,5.3,8,A4,X,17.7,12.3,16,23,3054,7024,,,,,,
2003,CHEVROLET,K1500 TAHOE 4X4 FFV,SPECIAL PURPOSE,5.3,8,A4,X,17.7,12.3,16,23,3054,7024,,,,,,
2003,CHEVROLET,K1500 TAHOE 4X4 FFV,SPECIAL PURPOSE,5.3,8,A4,E,22.7,16.0,12,18,3937,6299,,,,,,
2003,CHEVROLET,MALIBU,MID-SIZE,3.1,6,A4,X,11.5,7.6,25,37,1949,4483,,,,,,
2003,CHEVROLET,MONTE CARLO,MID-SIZE,3.4,6,A4,X,11.0,6.7,26,42,1813,4170,,,,,,
2003,CHEVROLET,MONTE CARLO,MID-SIZE,3.8,6,A4,X,12.2,7.4,23,38,2008,4618,,,,,,
2003,CHEVROLET,S10,PICKUP TRUCK,2.2,4,A4,X,12.6,8.5,22,33,2151,4947,,,,,,
2003,CHEVROLET,S10,PICKUP TRUCK,2.2,4,M5,X,11.5,7.8,25,36,1967,4524,,,,,,
2003,CHEVROLET,S10,PICKUP TRUCK,4.3,6,A4,X,15.6,10.4,18,27,2652,6100,,,,,,
2003,CHEVROLET,S10,PICKUP TRUCK,4.3,6,M5,X,14.7,9.1,19,31,2436,5603,,,,,,
2003,CHEVROLET,S10 4X4,PICKUP TRUCK,4.3,6,A4,X,15.6,11.2,18,25,2724,6265,,,,,,
2003,CHEVROLET,S10 4X4,PICKUP TRUCK,4.3,6,M5,X,17.8,12.2,16,23,3056,7029,,,,,,
2003,CHEVROLET,TRACKER CVT 4X4,SPECIAL PURPOSE,2.0,4,A4,X,10.8,8.6,26,33,1962,4513,,,,,,
2003,CHEVROLET,TRACKER CVT 4X4,SPECIAL PURPOSE,2.0,4,M5,X,10.5,8.4,27,34,1911,4395,,,,,,
2003,CHEVROLET,TRACKER VAN 4X4,SPECIAL PURPOSE,2.0,4,A4,X,10.3,8.3,27,34,1880,4324,,,,,,
2003,CHEVROLET,TRACKER VAN 4X4,SPECIAL PURPOSE,2.0,4,M5,X,10.5,8.4,27,34,1911,4395,,,,,,
2003,CHEVROLET,TRAILBLAZER,SPECIAL PURPOSE,4.2,6,A4,X,15.6,10.6,18,27,2670,6141,,,,,,
2003,CHEVROLET,TRAILBLAZER 4X4,SPECIAL PURPOSE,4.2,6,A4,X,15.7,10.5,18,27,2672,6146,,,,,,
2003,CHEVROLET,TRAILBLAZER EXT,SPECIAL PURPOSE,4.2,6,A4,X,15.6,10.6,18,27,2670,6141,,,,,,
2003,CHEVROLET,TRAILBLAZER EXT,SPECIAL PURPOSE,5.3,8,A4,X,15.6,11.4,18,25,2742,6307,,,,,,
2003,CHEVROLET,TRAILBLAZER EXT 4X4,SPECIAL PURPOSE,4.2,6,A4,X,15.7,10.5,18,27,2672,6146,,,,,,
2003,CHEVROLET,TRAILBLAZER EXT 4X4,SPECIAL PURPOSE,5.3,8,A4,X,17.0,12.4,17,23,2986,6868,,,,,,
2003,CHEVROLET,VENTURE,MINIVAN,3.4,6,A4,X,12.1,8.0,23,35,2051,4717,,,,,,
2003,CHEVROLET,VENTURE AWD,MINIVAN,3.4,6,A4,X,13.1,8.9,22,32,2242,5157,,,,,,
2003,CHRYSLER,300M,FULL-SIZE,3.5,6,AS4,X,12.6,8.0,22,35,2106,4844,,,,,,
2003,CHRYSLER,CONCORDE,FULL-SIZE,2.7,6,A4,X,11.0,7.4,26,38,1876,4315,,,,,,
2003,CHRYSLER,CONCORDE,FULL-SIZE,3.5,6,A4,X,12.5,7.9,23,36,2086,4798,,,,,,
2003,CHRYSLER,INTREPID,FULL-SIZE,2.7,6,A4,X,11.0,7.4,26,38,1876,4315,,,,,,
2003,CHRYSLER,INTREPID,FULL-SIZE,3.5,6,A4,X,12.5,7.9,23,36,2086,4798,,,,,,
2003,CHRYSLER,PT CRUISER,SPECIAL PURPOSE,2.4,4,A4,X,12.0,8.6,24,33,2094,4816,,,,,,
2003,CHRYSLER,PT CRUISER,SPECIAL PURPOSE,2.4,4,M5,X,11.0,7.5,26,38,1885,4336,,,,,,
2003,CHRYSLER,PT CRUISER TURBO,SPECIAL PURPOSE,2.4,4,AS4,X,12.4,8.6,23,33,2138,4917,,,,,,
2003,CHRYSLER,PT CRUISER TURBO,SPECIAL PURPOSE,2.4,4,M5,X,11.4,8.1,25,35,1983,4561,,,,,,
2003,CHRYSLER,SEBRING,MID-SIZE,2.4,4,A4,X,10.6,7.3,27,39,1823,4193,,,,,,
2003,CHRYSLER,SEBRING,MID-SIZE,2.7,6,A4,X,11.2,7.8,25,36,1934,4448,,,,,,
2003,CHRYSLER,SEBRING,MID-SIZE,2.7,6,AS4,X,11.1,7.7,25,37,1914,4402,,,,,,
2003,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,A4,X,11.2,7.8,25,36,1934,4448,,,,,,
2003,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,AS4,X,11.1,7.7,25,37,1914,4402,,,,,,
2003,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,M5,X,11.9,7.9,24,36,2020,4646,,,,,,
2003,CHRYSLER,SEBRING FFV,MID-SIZE,2.7,6,A4,X,11.2,7.8,25,36,1934,4448,,,,,,
2003,CHRYSLER,SEBRING FFV,MID-SIZE,2.7,6,A4,E,15.0,10.6,19,27,2604,4166,,,,,,
2003,CHRYSLER,SEBRING FFV,MID-SIZE,2.7,6,AS4,X,11.1,7.7,25,37,1914,4402,,,,,,
2003,CHRYSLER,SEBRING FFV,MID-SIZE,2.7,6,AS4,E,15.0,10.6,19,27,2604,4166,,,,,,
2003,CHRYSLER,TOWN & COUNTRY,MINIVAN,3.8,6,A4,X,13.0,8.6,22,33,2204,5069,,,,,,
2003,CHRYSLER,TOWN & COUNTRY AWD,MINIVAN,3.8,6,A4,X,14.7,9.5,19,30,2472,5686,,,,,,
2003,CHRYSLER,VIPER SRT-10,TWO-SEATER,8.3,10,M6,Z,19.4,10.2,15,28,3052,7020,,,,,,
2003,DODGE,CARAVAN,MINIVAN,3.3,6,A4,X,12.0,8.2,24,34,2058,4733,,,,,,
2003,DODGE,CARAVAN C/V,MINIVAN,3.3,6,A4,X,12.0,8.2,24,34,2058,4733,,,,,,
2003,DODGE,CARAVAN C/V FFV,MINIVAN,3.3,6,A4,X,12.0,8.2,24,34,2058,4733,,,,,,
2003,DODGE,CARAVAN C/V FFV,MINIVAN,3.3,6,A4,E,18.5,12.5,15,23,3160,5056,,,,,,
2003,DODGE,CARAVAN FFV,MINIVAN,3.3,6,A4,X,12.0,8.2,24,34,2058,4733,,,,,,
2003,DODGE,CARAVAN FFV,MINIVAN,3.3,6,A4,E,18.5,12.5,15,23,3160,5056,,,,,,
2003,DODGE,DAKOTA,PICKUP TRUCK,3.9,6,A4,X,13.2,11.5,21,25,2487,5720,,,,,,
2003,DODGE,DAKOTA,PICKUP TRUCK,3.9,6,M5,X,16.1,10.3,18,27,2698,6205,,,,,,
2003,DODGE,DAKOTA,PICKUP TRUCK,4.7,8,A5,X,14.4,10.6,20,27,2538,5837,,,,,,
2003,DODGE,DAKOTA,PICKUP TRUCK,4.7,8,M5,X,15.1,10.5,19,27,2606,5994,,,,,,
2003,DODGE,DAKOTA,PICKUP TRUCK,5.9,8,A4,X,18.0,12.0,16,24,3060,7038,,,,,,
2003,DODGE,DAKOTA 4X4,PICKUP TRUCK,3.9,6,A4,X,16.8,12.8,17,22,3000,6900,,,,,,
2003,DODGE,DAKOTA 4X4,PICKUP TRUCK,3.9,6,M5,X,16.1,11.5,18,25,2806,6454,,,,,,
